County,Year,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Population
Herkimer,2022,2170,298,0,84,8,206,1872,230,1592,50,"59,581"
Herkimer,2023,2348,316,0,62,26,228,2032,246,1732,54,"59,551"
Herkimer,2024,2500,328,4,38,26,260,2172,310,1800,62,"59,368"
Jefferson,1990,6270,374,10,30,20,314,5896,1512,4278,106,"111,549"
Jefferson,1991,6404,404,4,64,32,304,6000,1600,4288,112,"112,911"
Jefferson,1992,5604,498,4,106,60,328,5106,1394,3634,78,"114,463"
Jefferson,1993,5764,374,8,110,56,200,5390,1264,4046,80,"114,874"
Jefferson,1994,5642,358,6,82,54,216,5284,1124,4058,102,"116,932"
Jefferson,1995,4928,300,2,72,50,176,4628,1048,3488,92,"115,361"
Jefferson,1996,5772,386,0,78,58,250,5386,1332,3926,128,"114,585"
Jefferson,1997,5400,332,2,78,60,192,5068,1238,3716,114,"113,055"
Jefferson,1998,4654,346,4,94,46,202,4308,1002,3234,72,"112,546"
Jefferson,1999,4452,330,0,78,38,214,4122,980,3036,106,"112,081"
Jefferson,2000,4272,314,0,72,60,182,3958,972,2858,128,"111,790"
Jefferson,2001,4424,348,4,44,64,236,4076,872,3122,82,"111,422"
Jefferson,2002,4122,436,4,148,36,248,3686,702,2904,80,"111,112"
Jefferson,2003,4380,394,2,122,58,212,3986,880,3028,78,"110,246"
Jefferson,2004,4562,460,6,78,50,326,4102,808,3208,86,"109,924"
Jefferson,2005,6122,580,14,100,66,400,5542,996,4336,210,"113,486"
Jefferson,2006,6186,600,2,68,104,426,5586,1202,4080,304,"113,650"
Jefferson,2007,5070,576,10,100,56,410,4494,780,3516,198,"115,059"
Jefferson,2008,5542,542,0,52,52,438,5000,960,3872,168,"115,033"
Jefferson,2009,5402,448,8,66,40,334,4954,906,3944,104,"115,023"
Jefferson,2010,4868,440,12,40,54,334,4428,788,3532,108,"116,810"
Jefferson,2011,4962,364,4,36,48,276,4598,738,3690,170,"118,816"
Jefferson,2012,5834,426,2,30,50,344,5408,920,4180,308,"122,150"
Jefferson,2013,4804,280,2,32,32,214,4524,678,3686,160,"121,238"
Jefferson,2014,5064,348,2,56,42,248,4716,692,3944,80,"121,548"
Jefferson,2015,5086,442,6,164,34,238,4644,798,3746,100,"120,772"
Jefferson,2016,4762,562,4,184,34,340,4200,702,3400,98,"118,321"
Jefferson,2017,4522,478,8,172,44,254,4044,584,3366,94,"119,335"
Jefferson,2018,4038,516,2,214,42,258,3522,488,2950,84,"118,919"
Jefferson,2019,3758,490,0,192,42,256,3268,380,2780,108,"117,602"
Jefferson,2020,4116,556,6,148,44,358,3560,516,2908,136,"116,075"
Jefferson,2021,3702,442,4,182,28,228,3260,464,2684,112,"117,019"
Jefferson,2022,4056,552,2,206,30,314,3504,494,2916,94,"115,493"
Jefferson,2023,3900,404,2,140,8,254,3496,486,2906,104,"113,280"
Jefferson,2024,3714,476,0,170,22,284,3238,450,2670,118,"112,795"
Kings,1990,202009,63087,759,1159,36341,24828,138922,39041,54827,45054,"2,303,679"
Kings,1991,191259,60814,786,1039,34915,24074,130445,36004,50983,43458,"2,312,518"
Kings,1992,176699,56682,652,1065,32458,22507,120017,32561,47996,39460,"2,327,759"
Kings,1993,169236,54931,718,1046,30973,22194,114305,30659,50631,33015,"2,347,687"
Kings,1994,148398,48212,546,1007,25504,21155,100186,26428,45928,27830,"2,361,668"
Kings,1995,123733,39887,382,882,20780,17843,83846,21874,40340,21632,"2,372,611"
Kings,1996,106659,34798,340,842,17061,16555,71861,18796,36240,16825,"2,383,703"
Kings,1997,101454,32697,276,743,15613,16065,68757,16994,37139,14624,"2,401,148"
Kings,1998,96447,31123,237,789,14141,15956,65324,15055,37296,12973,"2,422,434"
Kings,1999,89153,28725,263,688,13108,14666,60428,13295,35084,12049,"2,447,352"
Kings,2000,85912,27611,236,626,12154,14595,58301,12264,34776,11261,"2,467,006"
Kings,2001,77831,25226,254,570,10521,13881,52605,10555,32863,9187,"2,477,252"
Kings,2002,73707,22466,221,636,9980,11629,51241,10139,32728,8374,"2,480,559"
Kings,2003,71289,21485,235,536,9641,11073,49804,9483,32596,7725,"2,472,999"
Kings,2004,67962,19735,232,459,8783,10261,48227,8901,32551,6775,"2,459,094"
Kings,2005,66239,19369,211,420,8715,10023,46870,7877,32977,6016,"2,445,809"
Kings,2006,61368,17992,225,307,8182,9278,43376,7415,30785,5176,"2,436,132"
Kings,2007,59321,17526,213,252,7629,9432,41795,6917,30586,4292,"2,441,324"
Kings,2008,59547,16895,213,250,7867,8565,42652,6758,32022,3872,"2,460,361"
Kings,2009,55816,15803,201,253,6292,9057,40013,6262,30292,3459,"2,487,751"
Kings,2010,57172,16514,222,323,6684,9285,40658,6421,30900,3337,"2,514,665"
Kings,2011,59014,18182,198,347,7090,10547,40832,6144,31752,2936,"2,564,525"
Kings,2012,60690,18673,149,358,7295,10871,42017,6585,32752,2680,"2,611,093"
Kings,2013,59056,18258,147,401,6854,10856,40798,5635,32557,2606,"2,649,210"
Kings,2014,56700,17053,122,347,5980,10604,39647,5719,31273,2655,"2,681,874"
Kings,2015,53957,16385,146,659,5686,9894,37572,5077,30015,2480,"2,708,040"
Kings,2016,50802,15523,128,678,4907,9810,35279,3832,29366,2081,"2,726,337"
Kings,2017,49766,14593,111,709,4497,9276,35173,3659,29589,1925,"2,731,444"
Kings,2018,50106,14384,98,802,4157,9327,35722,3585,30417,1720,"2,736,071"
Kings,2019,47735,14194,100,842,4031,9221,33541,3203,28505,1833,"2,737,209"
Kings,2020,50938,14590,175,701,3816,9898,36348,4099,29306,2943,"2,722,259"
Kings,2021,50476,15249,150,713,3590,10796,35227,3478,28819,2930,"2,634,576"
Kings,2022,62416,17123,140,729,4479,11775,45293,4104,37481,3708,"2,600,751"
Kings,2023,63803,15474,135,706,4236,10397,48329,3712,40230,4387,"2,611,893"
Kings,2024,62086,15415,118,671,4055,10571,46671,3450,38695,4526,"2,658,657"
Lewis,1990,644,72,6,6,0,60,572,290,252,30,"26,872"
Lewis,1991,658,32,0,0,2,30,626,234,354,38,"27,043"
Lewis,1992,596,48,2,6,0,40,548,258,268,22,"27,165"
Lewis,1993,634,62,0,6,4,52,572,312,236,24,"27,158"
Lewis,1994,524,48,0,6,0,42,476,252,208,16,"27,319"
Lewis,1995,598,50,2,10,4,34,548,274,254,20,"27,364"
Lewis,1996,838,68,0,6,0,62,770,338,416,16,"27,357"
Lewis,1997,786,82,0,2,10,70,704,312,376,16,"27,251"
Lewis,1998,938,314,0,10,4,300,624,344,258,22,"27,072"
Lewis,1999,568,58,0,0,2,56,510,248,252,10,"26,914"
Lewis,2000,524,28,0,0,0,28,496,200,276,20,"26,989"
Lewis,2001,632,88,0,8,0,80,544,228,302,14,"26,951"
Lewis,2002,672,80,0,14,8,58,592,242,326,24,"26,618"
Lewis,2003,688,94,0,14,4,76,594,280,286,28,"26,692"
Lewis,2004,634,52,0,2,0,50,582,188,380,14,"26,661"
Lewis,2005,732,56,0,14,2,40,676,328,320,28,"26,773"
Lewis,2006,696,52,0,14,0,38,644,326,290,28,"27,001"
Lewis,2007,818,130,0,78,0,52,688,226,438,24,"27,086"
Lewis,2008,768,70,0,10,2,58,698,252,424,22,"26,878"
Lewis,2009,774,46,2,10,4,30,728,242,454,32,"27,047"
Lewis,2010,924,50,0,6,4,40,874,372,470,32,"27,081"
Lewis,2011,838,66,2,8,6,50,772,246,466,60,"27,065"
Lewis,2012,840,38,0,0,4,34,802,252,528,22,"27,268"
Lewis,2013,664,48,2,2,0,44,616,190,398,28,"27,205"
Lewis,2014,514,54,0,4,0,50,460,164,276,20,"27,233"
Lewis,2015,564,54,0,18,2,34,510,182,316,12,"27,006"
Lewis,2016,472,60,2,40,0,18,412,144,260,8,"26,874"
Lewis,2017,520,70,0,44,0,26,450,154,284,12,"26,858"
Lewis,2018,414,64,0,34,2,28,350,100,234,16,"26,790"
Lewis,2019,324,60,4,22,0,34,264,78,172,14,"26,651"
Lewis,2020,298,48,0,28,0,20,250,88,146,16,"26,571"
Lewis,2021,266,42,0,24,0,18,224,40,152,32,"26,739"
Lewis,2022,380,50,0,26,0,24,330,80,236,14,"26,616"
Lewis,2023,342,50,0,26,0,24,292,50,230,12,"26,568"
Lewis,2024,352,68,2,26,4,36,284,80,186,18,"26,512"
Livingston,1990,3830,294,0,34,12,248,3536,612,2880,44,"62,477"
Livingston,1991,3828,302,0,26,18,258,3526,486,2976,64,"62,631"
Livingston,1992,3566,242,2,28,10,202,3324,554,2700,70,"63,512"
Livingston,1993,3402,270,2,24,16,228,3132,450,2594,88,"63,773"
Livingston,1994,3094,238,0,22,18,198,2856,446,2338,72,"64,015"
Livingston,1995,3348,280,6,18,10,246,3068,448,2578,42,"64,146"
Livingston,1996,3438,246,0,22,12,212,3192,464,2626,102,"64,146"
Livingston,1997,3388,286,0,28,8,250,3102,460,2546,96,"64,217"
Livingston,1998,3602,310,0,10,16,284,3292,500,2658,134,"63,948"
Livingston,1999,3106,224,4,16,8,196,2882,440,2348,94,"64,243"
Livingston,2000,3104,176,2,6,8,160,2928,460,2420,48,"64,705"
Livingston,2001,3284,132,0,10,12,110,3152,434,2672,46,"65,088"
Livingston,2002,3228,158,0,14,12,132,3070,394,2608,68,"65,118"
Livingston,2003,3546,190,0,34,24,132,3356,458,2828,70,"65,130"
Livingston,2004,3450,172,2,38,26,106,3278,420,2812,46,"65,484"
Livingston,2005,3804,132,2,24,12,94,3672,452,3160,60,"65,322"
Livingston,2006,3926,184,2,58,8,116,3742,390,3298,54,"65,357"
Livingston,2007,3122,122,0,28,8,86,3000,374,2572,54,"65,460"
Livingston,2008,2150,144,0,28,8,108,2006,328,1648,30,"65,637"
Livingston,2009,1996,138,2,22,14,100,1858,250,1570,38,"65,420"
Livingston,2010,2314,94,4,20,10,60,2220,290,1914,16,"65,208"
Livingston,2011,2148,88,2,20,2,64,2060,306,1718,36,"64,743"
Livingston,2012,2390,108,0,28,2,78,2282,344,1904,34,"64,617"
Livingston,2013,2176,112,0,32,18,62,2064,370,1628,66,"64,375"
Livingston,2014,1792,94,2,10,12,70,1698,310,1354,34,"64,264"
Livingston,2015,1770,154,0,70,14,70,1616,258,1304,54,"63,954"
Livingston,2016,1774,184,8,52,16,108,1590,242,1302,46,"63,558"
Livingston,2017,1618,112,0,48,12,52,1506,154,1296,56,"62,976"
Livingston,2018,1272,116,0,46,10,60,1156,122,992,42,"62,681"
Livingston,2019,1201,122,0,66,16,40,1079,136,933,10,"62,219"
Livingston,2020,1132,102,0,56,10,36,1030,142,860,28,"61,577"
Livingston,2021,1060,92,0,36,4,52,968,154,762,52,"61,662"
Livingston,2022,1190,98,2,40,4,52,1092,128,920,44,"61,356"
Livingston,2023,1320,130,0,34,6,90,1190,120,1012,58,"61,184"
Livingston,2024,1082,96,2,24,12,58,986,104,844,38,"61,364"
Madison,1990,3826,120,4,12,16,88,3706,718,2896,92,"69,300"
Madison,1991,3702,152,0,14,10,128,3550,754,2714,82,"70,021"
Madison,1992,3546,172,8,18,16,130,3374,702,2602,70,"70,660"
Madison,1993,3040,118,6,26,6,80,2922,570,2276,76,"70,585"
Madison,1994,3126,96,2,28,14,52,3030,674,2278,78,"70,488"
Madison,1995,3306,138,0,22,10,106,3168,758,2342,68,"70,182"
Madison,1996,3366,198,0,16,30,152,3168,774,2346,48,"70,151"
Madison,1997,3290,144,4,18,12,110,3146,694,2406,46,"69,554"
Madison,1998,2590,108,4,14,10,80,2482,638,1818,26,"69,464"
Madison,1999,2528,138,0,22,10,106,2390,458,1900,32,"69,523"
Madison,2000,2714,180,2,20,6,152,2534,526,1958,50,"69,450"
Madison,2001,2908,198,0,24,26,148,2710,570,2088,52,"69,852"
Madison,2002,2732,154,0,16,16,122,2578,704,1816,58,"70,261"
Madison,2003,2532,164,0,30,24,110,2368,524,1784,60,"71,010"
Madison,2004,2808,142,2,28,30,82,2666,634,1984,48,"71,397"
Madison,2005,2596,166,2,44,22,98,2430,514,1878,38,"71,471"
Madison,2006,2450,132,0,38,10,84,2318,596,1672,50,"72,042"
Madison,2007,2868,148,4,24,18,102,2720,636,2020,64,"72,709"
Madison,2008,2922,140,0,30,10,100,2782,600,2132,50,"73,075"
Madison,2009,2640,118,0,20,22,76,2522,502,1974,46,"73,169"
Madison,2010,2590,106,2,20,14,70,2484,438,1998,48,"73,378"
Madison,2011,2570,106,0,26,10,70,2464,512,1900,52,"72,577"
Madison,2012,2674,118,0,24,10,84,2556,544,1948,64,"71,859"
Madison,2013,2312,110,2,18,14,76,2202,420,1736,46,"71,655"
Madison,2014,2268,122,2,20,12,88,2146,422,1692,32,"71,160"
Madison,2015,2024,212,2,102,24,84,1812,310,1460,42,"70,430"
Madison,2016,2062,244,2,118,22,102,1818,282,1466,70,"69,820"
Madison,2017,1970,208,2,92,28,86,1762,308,1406,48,"69,130"
Madison,2018,1892,270,2,128,10,130,1622,214,1340,68,"69,060"
Madison,2019,1670,214,0,106,12,96,1456,222,1212,22,"68,498"
Madison,2020,1910,268,4,82,20,162,1642,244,1336,62,"67,942"
Madison,2021,1856,258,0,104,18,136,1598,232,1240,126,"67,405"
Madison,2022,1882,280,4,78,18,180,1602,250,1262,90,"67,059"
Madison,2023,1782,214,2,58,14,140,1568,264,1244,60,"67,242"
Madison,2024,1636,220,0,66,22,132,1416,230,1146,40,"67,193"
Monroe,1990,85158,6634,98,470,2898,3168,78524,15898,56390,6236,"715,825"
Monroe,1991,87716,5714,138,432,3160,1984,82002,16672,59164,6166,"721,362"
Monroe,1992,88948,5970,110,444,3478,1938,82978,18484,56804,7690,"729,060"
Monroe,1993,84878,6264,138,406,3654,2066,78614,17040,53356,8218,"733,968"
Monroe,1994,75928,6492,136,386,3774,2196,69436,13984,49352,6100,"734,382"
Monroe,1995,80006,6142,120,406,3554,2062,73864,14346,53312,6206,"733,643"
Monroe,1996,75624,5600,104,340,3232,1924,70024,12902,49648,7474,"734,257"
Monroe,1997,73318,5824,120,374,3654,1676,67494,11612,48508,7374,"734,394"
Monroe,1998,68860,4788,94,374,2694,1626,64072,10950,46420,6702,"734,076"
Monroe,1999,61048,3886,62,330,2022,1472,57162,9592,42010,5560,"733,679"
Monroe,2000,63868,4178,92,332,2292,1462,59690,8854,44432,6404,"738,979"
Monroe,2001,60472,4192,94,262,2192,1644,56280,8146,41788,6346,"739,891"
Monroe,2002,61086,4606,88,362,2352,1804,56480,8128,41092,7260,"741,391"
Monroe,2003,63376,5246,130,300,2812,2004,58130,8774,40434,8922,"741,671"
Monroe,2004,61894,4664,94,312,2210,2048,57230,9228,39798,8204,"741,075"
Monroe,2005,55558,5470,114,320,2462,2574,50088,8872,35506,5710,"738,506"
Monroe,2006,55364,6546,106,288,3106,3046,48818,8550,34208,6060,"738,329"
Monroe,2007,50556,5912,106,360,2410,3036,44644,8410,31992,4242,"739,249"
Monroe,2008,49808,5834,96,294,2508,2936,43974,8744,31834,3396,"741,018"
Monroe,2009,51712,5196,64,334,2002,2796,46516,9098,34740,2678,"743,386"
Monroe,2010,52372,5646,94,318,1920,3314,46726,10470,34198,2058,"745,029"
Monroe,2011,51332,5322,80,304,1934,3004,46010,10066,33840,2104,"749,027"
Monroe,2012,50820,5344,86,346,2018,2894,45476,9930,33594,1952,"751,444"
Monroe,2013,46152,5372,96,288,2266,2722,40780,8534,30472,1774,"754,196"
Monroe,2014,42654,4454,70,328,1732,2324,38200,6916,29340,1944,"755,089"
Monroe,2015,41060,5052,78,578,1662,2734,36008,6298,27576,2134,"755,118"
Monroe,2016,37534,4964,90,538,1704,2632,32570,5160,25476,1934,"755,191"
Monroe,2017,37912,5140,72,552,1806,2710,32772,4680,26176,1916,"756,333"
Monroe,2018,33352,4512,72,544,1364,2532,28840,4216,22790,1834,"758,810"
Monroe,2019,33142,4364,72,532,1130,2630,28778,4172,22670,1936,"758,941"
Monroe,2020,32382,4560,98,462,1092,2908,27822,4560,20474,2788,"758,384"
Monroe,2021,30156,4640,168,436,1142,2894,25516,3388,18670,3458,"754,572"
Monroe,2022,35076,4504,158,420,1294,2632,30572,3422,22934,4216,"750,469"
Monroe,2023,42772,4398,110,342,1172,2774,38374,3752,21096,13526,"748,957"
Monroe,2024,34524,4158,110,314,1104,2630,30366,3282,19088,7996,"750,294"
Montgomery,1990,2030,68,0,16,8,44,1962,598,1304,60,"52,036"
Montgomery,1991,2230,100,6,10,18,66,2130,544,1510,76,"51,896"
Montgomery,1992,1982,60,2,2,12,44,1922,488,1358,76,"51,928"
Montgomery,1993,2026,82,0,10,14,58,1944,474,1398,72,"51,807"
Montgomery,1994,2082,140,2,6,32,100,1942,512,1362,68,"51,752"
Montgomery,1995,2746,216,4,10,46,156,2530,624,1804,102,"51,649"
Montgomery,1996,2840,226,0,26,22,178,2614,608,1916,90,"51,305"
Montgomery,1997,2324,246,0,36,24,186,2078,484,1532,62,"50,798"
Montgomery,1998,2294,212,0,14,36,162,2082,550,1458,74,"50,321"
Montgomery,1999,1924,214,2,10,16,186,1710,426,1250,34,"49,918"
Montgomery,2000,1976,214,0,6,12,196,1762,348,1358,56,"49,605"
Montgomery,2001,1862,202,4,10,12,176,1660,356,1252,52,"49,472"
Montgomery,2002,1598,172,2,20,14,136,1426,290,1096,40,"49,298"
Montgomery,2003,1388,92,0,10,12,70,1296,254,1012,30,"49,449"
Montgomery,2004,1452,112,0,12,4,96,1340,280,1036,24,"49,460"
Montgomery,2005,1750,244,0,6,10,228,1506,302,1168,36,"49,505"
Montgomery,2006,1630,262,0,10,8,244,1368,230,1106,32,"49,724"
Montgomery,2007,1448,236,2,12,10,212,1212,254,912,46,"49,798"
Montgomery,2008,1570,268,2,2,10,254,1302,296,976,30,"49,951"
Montgomery,2009,1452,262,0,0,12,250,1190,214,946,30,"50,001"
Montgomery,2010,2326,144,2,4,24,114,2182,400,1722,60,"50,320"
Montgomery,2011,2168,118,0,8,36,74,2050,408,1598,44,"49,957"
Montgomery,2012,2368,114,8,16,24,66,2254,456,1752,46,"49,905"
Montgomery,2013,2250,96,0,8,26,62,2154,372,1728,54,"49,853"
Montgomery,2014,2502,96,0,14,34,48,2406,368,1990,48,"49,819"
Montgomery,2015,2530,198,0,72,26,100,2332,424,1840,68,"49,737"
Montgomery,2016,2048,166,2,58,28,78,1882,306,1540,36,"49,433"
Montgomery,2017,1878,156,2,64,28,62,1722,242,1434,46,"49,425"
Montgomery,2018,1442,160,4,58,18,80,1282,230,1002,50,"49,754"
Montgomery,2019,1376,158,2,44,18,94,1218,148,1000,70,"49,638"
Montgomery,2020,1532,138,2,22,22,92,1394,180,1152,62,"49,499"
Montgomery,2021,1328,122,4,30,16,72,1206,136,990,80,"49,512"
Montgomery,2022,1336,106,2,30,12,62,1230,152,1022,56,"49,454"
Montgomery,2023,1332,98,0,18,16,64,1234,124,1052,58,"49,531"
Montgomery,2024,1256,96,2,20,12,62,1160,124,994,42,"49,580"
Nassau,1990,84204,6444,70,214,2996,3164,77760,13783,46197,17780,"1,286,905"
Nassau,1991,86438,7696,84,288,3612,3712,78742,14516,46872,17354,"1,293,072"
Nassau,1992,80406,7436,48,250,3908,3230,72970,13912,42370,16688,"1,299,575"
Nassau,1993,77930,7134,76,228,3512,3318,70796,11944,43044,15808,"1,304,543"
Nassau,1994,69122,6270,46,234,2982,3008,62852,10448,39532,12872,"1,308,489"
Nassau,1995,66458,6396,60,240,2782,3314,60062,9480,39834,10748,"1,312,950"
Nassau,1996,64826,6536,42,212,2646,3636,58290,8746,39642,9902,"1,315,799"
Nassau,1997,59580,5064,50,250,2384,2380,54516,7376,37488,9652,"1,318,211"
Nassau,1998,55170,4936,44,192,2186,2514,50234,7046,34988,8200,"1,322,950"
Nassau,1999,56396,5190,48,232,2580,2330,51206,6466,37028,7712,"1,330,815"
Nassau,2000,51962,4778,50,232,2154,2342,47184,6268,33478,7438,"1,336,713"
Nassau,2001,46154,5342,58,252,2194,2838,40812,6324,28624,5864,"1,337,086"
Nassau,2002,46398,5414,56,232,2256,2870,40984,5624,29664,5696,"1,339,572"
Nassau,2003,45886,5196,48,238,2218,2692,40690,6504,28834,5352,"1,339,761"
Nassau,2004,44634,5002,48,216,2078,2660,39632,5744,29146,4742,"1,337,964"
Nassau,2005,41520,5130,52,216,2382,2480,36390,5578,26796,4016,"1,332,318"
Nassau,2006,42462,5156,42,180,2532,2402,37306,5596,28524,3186,"1,324,905"
Nassau,2007,40040,4682,48,190,2118,2326,35358,4792,27394,3172,"1,322,048"
Nassau,2008,42150,4618,58,150,2272,2138,37532,5252,29380,2900,"1,325,129"
Nassau,2009,43656,4992,60,188,2400,2344,38664,5142,30422,3100,"1,332,088"
Nassau,2010,40640,4688,56,162,2154,2316,35952,5306,28340,2306,"1,342,694"
Nassau,2011,38748,4452,46,126,2148,2132,34296,5568,26628,2100,"1,351,478"
Nassau,2012,39150,4916,56,142,2198,2520,34234,5486,26744,2004,"1,359,255"
Nassau,2013,37366,4222,50,108,2086,1978,33144,4710,26656,1778,"1,366,077"
Nassau,2014,35360,4086,36,120,1874,2056,31274,3862,25672,1740,"1,372,792"
Nassau,2015,32716,3968,42,160,1664,2102,28748,3418,23962,1368,"1,377,148"
Nassau,2016,30556,3652,40,124,1468,2020,26904,2966,22556,1382,"1,382,459"
Nassau,2017,28078,3300,34,82,1198,1986,24778,2228,21242,1308,"1,387,871"
Nassau,2018,26766,3018,30,56,1022,1910,23748,2034,20380,1334,"1,392,254"
Nassau,2019,26774,3288,32,114,980,2162,23486,1740,20468,1278,"1,395,123"
Nassau,2020,24488,3652,46,108,1046,2452,20836,1950,17482,1404,"1,390,952"
Nassau,2021,25076,3830,38,344,890,2558,21246,1676,18312,1258,"1,391,787"
Nassau,2022,37106,4542,18,214,1270,3040,32564,2270,28340,1954,"1,388,346"
Nassau,2023,36172,4516,26,138,1194,3158,31656,2482,27396,1778,"1,388,940"
Nassau,2024,32520,4588,30,320,1084,3154,27932,2060,24770,1102,"1,397,783"
New York,1990,217786,44434,497,685,26991,16261,173352,29074,122704,21574,"1,487,073"
New York,1991,209177,41209,483,629,24829,15268,167968,26120,122015,19833,"1,483,644"
New York,1992,187947,37788,417,601,21895,14875,150159,24853,107788,17518,"1,485,877"
New York,1993,172021,35470,418,619,20270,14163,136551,22521,98346,15684,"1,493,582"
New York,1994,151083,31895,320,531,17422,13622,119188,20031,86154,13003,"1,503,909"
New York,1995,123638,25095,242,422,13387,11044,98543,16770,71746,10027,"1,514,184"
New York,1996,107398,22006,203,462,11304,10037,85392,13469,63285,8638,"1,521,415"
New York,1997,100253,20174,150,406,10057,9561,80079,11068,62233,6778,"1,527,384"
New York,1998,89805,18054,104,323,8849,8778,71751,9637,56365,5749,"1,531,067"
New York,1999,81613,16179,131,254,7822,7972,65434,7844,53073,4517,"1,535,624"
New York,2000,79279,15583,104,265,7129,8085,63696,7075,52453,4168,"1,540,547"
New York,2001,72996,14248,104,249,6130,7765,58748,6241,49020,3487,"1,555,729"
New York,2002,68152,13211,84,290,5965,6872,54941,5771,45801,3369,"1,555,382"
New York,2003,64456,12179,95,343,5617,6124,52277,5765,43531,2981,"1,562,154"
New York,2004,62731,11414,90,357,5288,5679,51317,5256,43504,2557,"1,569,947"
New York,2005,59682,11180,91,322,5531,5236,48502,4703,41712,2087,"1,573,573"
New York,2006,56255,10662,111,222,5083,5246,45593,4631,39225,1737,"1,578,171"
New York,2007,55098,10055,69,202,4676,5108,45043,3794,39743,1506,"1,581,402"
New York,2008,54731,9176,62,212,4460,4442,45555,3845,40380,1330,"1,587,022"
New York,2009,52899,8710,59,191,3781,4679,44189,3612,39495,1082,"1,583,431"
New York,2010,51297,8829,70,282,3787,4690,42468,2967,38514,987,"1,590,931"
New York,2011,50858,9021,71,288,3648,5014,41837,3082,37856,899,"1,618,186"
New York,2012,51756,9102,63,295,3581,5163,42654,3085,38735,834,"1,641,641"
New York,2013,51872,8708,39,236,3340,5093,43164,2775,39647,742,"1,653,028"
New York,2014,47566,8327,37,243,2909,5138,39239,2678,35791,770,"1,663,961"
New York,2015,47307,8789,41,467,3148,5133,38518,2538,35156,824,"1,677,134"
New York,2016,46653,8839,41,494,2929,5375,37814,2206,34867,741,"1,684,128"
New York,2017,47146,8671,46,530,2749,5346,38475,2215,35622,638,"1,687,323"
New York,2018,49830,8951,31,640,2731,5549,40879,2455,37682,742,"1,694,959"
New York,2019,49858,9779,52,527,3115,6085,40079,2333,37064,682,"1,702,471"
New York,2020,47676,9264,84,430,3053,5697,38412,4449,32568,1395,"1,687,033"
New York,2021,53543,11721,92,484,3562,7583,41822,3485,36710,1627,"1,569,781"
New York,2022,69454,12985,78,567,4176,8164,56469,4565,49931,1973,"1,593,919"
New York,2023,69720,10726,74,485,3768,6399,58994,3630,53083,2281,"1,631,534"
New York,2024,69546,11277,68,493,3718,6998,58269,3343,53191,1735,"1,665,510"
Niagara,1990,19620,1972,8,182,386,1396,17648,4124,12172,1352,"221,163"
Niagara,1991,20330,1860,16,158,548,1138,18470,4588,12638,1244,"221,712"
Niagara,1992,20176,2174,14,182,622,1356,18002,4438,12292,1272,"221,952"
Niagara,1993,19802,1900,8,140,566,1186,17902,4092,12146,1664,"222,993"
Niagara,1994,18732,1720,14,110,558,1038,17012,4010,11526,1476,"223,400"
Niagara,1995,18744,1730,14,110,666,940,17014,4242,11252,1520,"223,958"
Niagara,1996,18246,1756,6,106,578,1066,16490,4054,10980,1456,"223,792"
Niagara,1997,18600,2054,18,102,530,1404,16546,3962,11314,1270,"223,135"
Niagara,1998,17524,1860,30,84,516,1230,15664,3294,10756,1614,"221,884"
Niagara,1999,14782,1468,0,94,420,954,13314,2820,8894,1600,"220,556"
Niagara,2000,14518,1450,4,86,396,964,13068,2848,9160,1060,"219,620"
Niagara,2001,15892,1466,10,104,474,878,14426,3092,10176,1158,"218,552"
Niagara,2002,15928,1630,12,90,468,1060,14298,3096,9956,1246,"218,127"
Niagara,2003,15226,1758,18,160,520,1060,13468,3208,9248,1012,"218,072"
Niagara,2004,15720,1790,16,130,500,1144,13930,3090,9758,1082,"217,737"
Niagara,2005,14594,1940,14,140,640,1146,12654,2898,8890,866,"216,818"
Niagara,2006,14240,1800,10,136,546,1108,12440,3196,8478,766,"216,148"
Niagara,2007,13910,1526,8,140,406,972,12384,2896,8748,740,"215,791"
Niagara,2008,14334,1526,10,74,428,1014,12808,3352,8852,604,"215,793"
Niagara,2009,14346,1694,18,96,474,1106,12652,3256,8866,530,"216,043"
Niagara,2010,14418,1670,10,108,496,1056,12748,3416,8842,490,"216,570"
Niagara,2011,14464,1620,10,128,460,1022,12844,3212,9044,588,"216,209"
Niagara,2012,13908,1638,8,96,414,1120,12270,2874,8944,452,"215,596"
Niagara,2013,13310,1596,8,74,480,1034,11714,2624,8646,444,"215,384"
Niagara,2014,12450,1596,14,66,470,1046,10854,2462,7884,508,"214,977"
Niagara,2015,11842,1558,10,160,412,976,10284,2182,7676,426,"214,424"
Niagara,2016,12290,1700,8,136,560,996,10590,2122,7824,644,"213,976"
Niagara,2017,11194,1570,8,170,402,990,9624,1728,7338,558,"213,719"
Niagara,2018,8858,1250,8,192,316,734,7608,1070,5968,570,"213,495"
Niagara,2019,8344,1264,6,174,268,816,7080,946,5748,386,"213,145"
Niagara,2020,9542,1322,32,194,282,814,8220,1138,6336,746,"212,118"
Niagara,2021,7704,1260,22,190,174,874,6444,936,4896,612,"211,778"
Niagara,2022,7980,1272,18,158,168,928,6708,1032,4994,682,"210,403"
Niagara,2023,6982,1036,10,138,140,748,5946,836,4510,600,"209,451"
Niagara,2024,6530,814,8,74,146,586,5716,658,4514,544,"209,380"
Oneida,1990,15496,776,14,68,304,390,14720,3668,10200,852,"251,191"
