County,Year,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Population
Cortland,1996,4484,256,2,32,26,196,4228,646,3410,172,"48,726"
Cortland,1997,4040,210,0,28,24,158,3830,718,2974,138,"48,619"
Cortland,1998,3730,250,0,46,28,176,3480,628,2734,118,"48,755"
Cortland,1999,3384,172,0,28,16,128,3212,570,2542,100,"48,734"
Cortland,2000,3266,210,0,22,28,160,3056,470,2504,82,"48,693"
Cortland,2001,3174,202,0,22,16,164,2972,444,2464,64,"48,903"
Cortland,2002,3026,186,0,34,26,126,2840,422,2342,76,"48,891"
Cortland,2003,2732,190,0,40,38,112,2542,394,2082,66,"49,475"
Cortland,2004,2748,214,0,48,20,146,2534,434,2018,82,"49,628"
Cortland,2005,2792,260,0,56,30,174,2532,584,1860,88,"49,330"
Cortland,2006,2338,224,0,52,20,152,2114,388,1674,52,"49,449"
Cortland,2007,2570,232,0,30,14,188,2338,462,1808,68,"49,624"
Cortland,2008,2212,224,2,34,16,172,1988,410,1518,60,"49,537"
Cortland,2009,2168,212,0,26,30,156,1956,454,1444,58,"49,358"
Cortland,2010,2132,130,0,20,22,88,2002,474,1454,74,"49,265"
Cortland,2011,2208,148,0,38,16,94,2060,428,1598,34,"49,322"
Cortland,2012,2210,128,2,22,38,66,2082,498,1544,40,"48,922"
Cortland,2013,2080,100,0,24,16,60,1980,414,1544,22,"48,759"
Cortland,2014,2112,98,4,30,16,48,2014,456,1512,46,"48,546"
Cortland,2015,1502,102,4,32,16,50,1400,282,1098,20,"48,050"
Cortland,2016,1640,86,2,38,4,42,1554,308,1232,14,"47,654"
Cortland,2017,1988,98,0,56,20,22,1890,330,1532,28,"47,491"
Cortland,2018,1550,116,4,50,20,42,1434,314,1074,46,"47,330"
Cortland,2019,1480,174,0,100,12,62,1306,262,1028,16,"46,972"
Cortland,2020,1724,194,2,80,10,102,1530,258,1238,34,"46,745"
Cortland,2021,1896,152,2,38,12,100,1744,214,1462,68,"46,488"
Cortland,2022,2418,188,0,50,14,124,2230,286,1884,60,"46,128"
Cortland,2023,2146,206,4,40,26,136,1940,236,1668,36,"46,004"
Cortland,2024,2148,200,2,54,8,136,1948,226,1684,38,"46,062"
Delaware,1990,2184,146,0,8,4,134,2038,672,1284,82,"47,464"
Delaware,1991,2404,150,4,4,6,136,2254,828,1364,62,"47,733"
Delaware,1992,2152,170,0,14,12,144,1982,662,1268,52,"48,021"
Delaware,1993,2300,176,8,8,0,160,2124,762,1306,56,"48,387"
Delaware,1994,2368,152,0,16,8,128,2216,676,1482,58,"48,526"
Delaware,1995,2306,184,0,4,8,172,2122,726,1326,70,"48,638"
Delaware,1996,2242,174,0,18,6,150,2068,588,1442,38,"48,342"
Delaware,1997,1938,208,2,6,4,196,1730,534,1138,58,"47,878"
Delaware,1998,1596,198,0,26,10,162,1398,442,912,44,"47,999"
Delaware,1999,1664,204,0,18,6,180,1460,370,1014,76,"48,069"
Delaware,2000,1402,208,0,2,4,202,1194,320,846,28,"47,864"
Delaware,2001,1624,226,0,10,6,210,1398,356,1010,32,"47,771"
Delaware,2002,1872,270,0,30,12,228,1602,428,1120,54,"47,666"
Delaware,2003,1874,222,4,18,12,188,1652,482,1148,22,"47,930"
Delaware,2004,1688,176,4,10,4,158,1512,452,1022,38,"48,283"
Delaware,2005,1494,164,2,18,4,140,1330,388,916,26,"48,377"
Delaware,2006,1610,156,2,12,2,140,1454,402,1010,42,"48,271"
Delaware,2007,1696,182,2,26,6,148,1514,568,908,38,"48,450"
Delaware,2008,1476,148,0,10,14,124,1328,432,866,30,"48,363"
Delaware,2009,1508,138,0,20,10,108,1370,378,970,22,"48,182"
Delaware,2010,1532,126,4,16,6,100,1406,424,936,46,"47,894"
Delaware,2011,1626,152,2,32,16,102,1474,418,1014,42,"47,614"
Delaware,2012,1526,126,2,22,14,88,1400,346,1014,40,"47,270"
Delaware,2013,1612,112,4,14,10,84,1500,344,1122,34,"46,883"
Delaware,2014,1538,116,0,14,8,94,1422,362,1024,36,"46,668"
Delaware,2015,1482,160,0,92,12,56,1322,308,986,28,"46,020"
Delaware,2016,1342,196,0,86,10,100,1146,280,844,22,"45,547"
Delaware,2017,1040,118,0,64,4,50,922,206,692,24,"45,234"
Delaware,2018,1166,150,2,62,6,80,1016,180,804,32,"44,820"
Delaware,2019,1100,168,0,80,10,78,932,186,718,28,"44,576"
Delaware,2020,930,138,2,60,2,74,792,192,560,40,"44,215"
Delaware,2021,954,144,0,54,10,80,810,238,536,36,"44,736"
Delaware,2022,964,142,6,52,2,82,822,216,572,34,"44,771"
Delaware,2023,772,122,0,44,4,74,650,98,518,34,"44,533"
Delaware,2024,716,130,0,38,6,86,586,82,466,38,"44,481"
Dutchess,1990,17914,2208,20,84,618,1486,15706,3290,11378,1038,"260,238"
Dutchess,1991,18480,1948,26,94,538,1290,16532,3816,11882,834,"261,952"
Dutchess,1992,18092,2034,18,80,612,1324,16058,3632,11712,714,"264,450"
Dutchess,1993,15816,1776,22,74,510,1170,14040,3110,10246,684,"265,585"
Dutchess,1994,15140,1778,20,90,454,1214,13362,2908,9900,554,"264,860"
Dutchess,1995,15374,2206,26,104,568,1508,13168,2698,9828,642,"266,538"
Dutchess,1996,15270,1870,22,90,484,1274,13400,2712,10018,670,"268,986"
Dutchess,1997,15130,1680,4,96,454,1126,13450,2726,10194,530,"270,935"
Dutchess,1998,13270,1360,22,86,374,878,11910,2148,9200,562,"273,784"
Dutchess,1999,13236,1206,26,90,342,748,12030,1980,9502,548,"277,586"
Dutchess,2000,12692,1218,14,92,326,786,11474,1688,9258,528,"280,914"
Dutchess,2001,12236,1254,14,76,336,828,10982,1658,8758,566,"284,712"
Dutchess,2002,11936,1392,12,94,396,890,10544,1762,8244,538,"287,700"
Dutchess,2003,12450,1572,8,118,398,1048,10878,2082,8236,560,"290,781"
Dutchess,2004,10620,1494,8,84,362,1040,9126,1314,7248,564,"292,859"
Dutchess,2005,12046,1652,10,140,438,1064,10394,1770,8106,518,"294,362"
Dutchess,2006,11946,1708,16,78,530,1084,10238,1806,7964,468,"294,712"
Dutchess,2007,12842,1790,28,84,510,1168,11052,1818,8708,526,"295,319"
Dutchess,2008,13074,1784,10,90,498,1186,11290,1988,8878,424,"296,267"
Dutchess,2009,12190,1818,8,70,564,1176,10372,1762,8274,336,"296,887"
Dutchess,2010,11874,1448,24,86,420,918,10426,1994,8126,306,"297,778"
Dutchess,2011,11354,1250,14,84,300,852,10104,1914,7890,300,"298,424"
Dutchess,2012,11800,1356,10,58,326,962,10444,1796,8336,312,"297,539"
Dutchess,2013,10242,1168,24,56,300,788,9074,1540,7258,276,"297,030"
Dutchess,2014,9664,1122,6,52,344,720,8542,1264,7090,188,"296,127"
Dutchess,2015,9038,1116,8,216,236,656,7922,1010,6690,222,"295,297"
Dutchess,2016,8230,1132,8,222,228,674,7098,960,5982,156,"294,484"
Dutchess,2017,8192,1146,10,214,220,702,7046,828,6054,164,"295,158"
Dutchess,2018,7320,1080,12,226,208,634,6240,704,5266,270,"295,687"
Dutchess,2019,7094,1134,10,208,216,700,5960,570,5138,252,"296,034"
Dutchess,2020,7464,1158,18,186,176,778,6306,490,5518,298,"296,309"
Dutchess,2021,6738,1100,10,214,132,744,5638,462,4810,366,"297,659"
Dutchess,2022,7378,1198,18,200,132,848,6180,454,5460,266,"297,214"
Dutchess,2023,7790,1036,6,234,104,692,6754,502,5964,288,"297,451"
Dutchess,2024,6958,1042,16,166,162,698,5916,536,5096,284,"299,256"
Erie,1990,104628,14780,90,842,4904,8944,89848,24038,55150,10660,"969,780"
Erie,1991,110828,16554,114,764,6068,9608,94274,24822,56530,12922,"973,280"
Erie,1992,112608,17032,176,842,6656,9358,95576,24578,55560,15438,"976,538"
Erie,1993,106796,16200,168,750,6464,8818,90596,22362,52884,15350,"977,751"
Erie,1994,103314,17504,192,674,7274,9364,85810,21026,52146,12638,"977,079"
Erie,1995,99794,16358,132,652,6412,9162,83436,20564,51252,11620,"973,927"
Erie,1996,92440,11092,122,720,5904,4346,81348,18640,50664,12044,"970,375"
Erie,1997,88320,10200,106,610,4950,4534,78120,17668,49822,10630,"963,040"
Erie,1998,78650,9070,90,508,4026,4446,69580,15600,45930,8050,"956,578"
Erie,1999,71780,8324,68,484,3332,4440,63456,13508,42180,7768,"952,546"
Erie,2000,70942,9090,84,468,3546,4992,61852,12466,42432,6954,"949,440"
Erie,2001,70364,9144,138,608,3620,4778,61220,12114,42234,6872,"946,515"
Erie,2002,64538,9270,90,530,3746,4904,55268,11396,37824,6048,"943,551"
Erie,2003,69244,9686,136,562,3792,5196,59558,11962,40972,6624,"941,846"
Erie,2004,66608,9430,114,608,3384,5324,57178,11570,39908,5700,"938,333"
Erie,2005,68916,10034,118,546,3926,5444,58882,12534,40484,5864,"931,745"
Erie,2006,65162,10030,162,526,3952,5390,55132,13376,36572,5184,"925,564"
Erie,2007,66498,9082,114,528,3646,4794,57416,12972,38902,5542,"921,887"
Erie,2008,66750,9470,78,496,3578,5318,57280,12412,40144,4724,"920,571"
Erie,2009,65312,9830,132,424,3838,5436,55482,11986,39460,4036,"919,334"
Erie,2010,65136,9056,124,468,3368,5096,56080,13068,39344,3668,"920,059"
Erie,2011,62822,8402,80,390,3430,4502,54420,12954,38392,3074,"924,403"
Erie,2012,62936,8454,100,422,3208,4724,54482,12052,39468,2962,"928,112"
Erie,2013,58590,8178,110,418,3002,4648,50412,10444,37458,2510,"932,734"
Erie,2014,56826,7864,132,346,2994,4392,48962,9276,37080,2606,"937,256"
Erie,2015,52182,7576,92,592,2604,4288,44606,8612,33390,2604,"939,783"
Erie,2016,51632,7584,102,610,2576,4296,44048,8304,33384,2360,"941,531"
Erie,2017,46738,6926,92,502,2222,4110,39812,7506,30026,2280,"945,520"
Erie,2018,45798,7058,116,608,2240,4094,38740,6980,29426,2334,"949,686"
Erie,2019,41898,6776,118,490,2004,4164,35122,5236,27828,2058,"952,161"
Erie,2020,43446,7382,138,386,1814,5044,36064,5360,26774,3930,"952,491"
Erie,2021,40924,6988,146,550,1662,4630,33936,4336,25014,4586,"952,725"
Erie,2022,45822,6454,160,540,1486,4268,39368,4754,29432,5182,"949,276"
Erie,2023,52484,6256,86,616,1456,4098,46228,4784,30444,11000,"947,418"
Erie,2024,50434,6122,92,488,1328,4214,44312,4690,31552,8070,"947,783"
Essex,1990,1918,156,0,12,4,140,1762,652,1068,42,"37,286"
Essex,1991,1798,164,0,4,4,156,1634,538,1054,42,"37,593"
Essex,1992,1742,176,4,8,2,162,1566,478,1068,20,"37,619"
Essex,1993,1544,192,2,18,8,164,1352,434,880,38,"38,060"
Essex,1994,1480,182,8,18,8,148,1298,484,778,36,"38,243"
Essex,1995,1454,148,0,14,6,128,1306,416,858,32,"38,262"
Essex,1996,1456,150,2,4,4,140,1306,436,832,38,"38,595"
Essex,1997,1364,160,4,14,2,140,1204,462,720,22,"38,646"
Essex,1998,1292,172,0,12,2,158,1120,452,622,46,"38,506"
Essex,1999,1298,222,2,24,4,192,1076,318,714,44,"38,664"
Essex,2000,1534,250,0,14,8,228,1284,404,848,32,"38,911"
Essex,2001,1438,116,2,2,6,106,1322,434,850,38,"38,893"
Essex,2002,1344,128,6,10,6,106,1216,396,768,52,"39,195"
Essex,2003,1136,102,0,24,2,76,1034,376,624,34,"39,334"
Essex,2004,940,122,0,14,2,106,818,320,478,20,"39,295"
Essex,2005,1098,106,2,16,4,84,992,260,712,20,"39,321"
Essex,2006,1104,110,0,6,4,100,994,294,672,28,"39,490"
Essex,2007,1080,160,0,22,2,136,920,244,634,42,"39,373"
Essex,2008,934,102,0,12,2,88,832,208,612,12,"39,435"
Essex,2009,1040,98,0,16,2,80,942,296,622,24,"39,478"
Essex,2010,1046,74,0,18,0,56,972,314,628,30,"39,370"
Essex,2011,1234,94,0,32,0,62,1140,366,740,34,"39,329"
Essex,2012,1034,86,2,14,6,64,948,260,662,26,"38,979"
Essex,2013,898,86,0,16,4,66,812,242,532,38,"38,746"
Essex,2014,682,88,0,20,2,66,594,180,386,28,"38,511"
Essex,2015,764,92,0,50,4,38,672,194,454,24,"38,193"
Essex,2016,794,116,0,44,4,68,678,200,462,16,"37,957"
Essex,2017,840,126,2,68,4,52,714,182,504,28,"37,825"
Essex,2018,586,104,4,58,0,42,482,100,370,12,"37,656"
Essex,2019,658,96,0,50,4,42,562,114,428,20,"37,376"
Essex,2020,624,120,0,66,10,44,504,98,386,20,"37,275"
Essex,2021,540,108,2,62,6,38,432,90,320,22,"37,238"
Essex,2022,608,102,0,48,4,50,506,114,366,26,"36,756"
Essex,2023,728,112,2,40,4,66,616,96,494,26,"36,686"
Essex,2024,482,72,0,40,0,32,410,78,312,20,"36,539"
Franklin,1990,2332,452,2,10,16,424,1880,572,1266,42,"46,668"
Franklin,1991,2294,394,2,12,16,364,1900,604,1252,44,"47,886"
Franklin,1992,2126,320,2,18,10,290,1806,552,1210,44,"48,702"
Franklin,1993,2416,354,2,10,8,334,2062,516,1512,34,"49,350"
Franklin,1994,2386,464,2,20,18,424,1922,486,1372,64,"49,712"
Franklin,1995,2534,474,0,40,16,418,2060,684,1320,56,"49,965"
Franklin,1996,2314,358,8,26,10,314,1956,592,1310,54,"50,179"
Franklin,1997,2178,326,0,34,6,286,1852,554,1256,42,"49,919"
Franklin,1998,1694,346,2,18,6,320,1348,416,892,40,"49,620"
Franklin,1999,1856,354,2,2,14,336,1502,446,1018,38,"51,061"
Franklin,2000,2040,410,2,20,8,380,1630,416,1144,70,"51,044"
Franklin,2001,2036,398,0,44,10,344,1638,476,1116,46,"50,925"
Franklin,2002,2118,394,2,18,8,366,1724,450,1240,34,"50,924"
Franklin,2003,2006,386,4,24,18,340,1620,484,1072,64,"51,228"
Franklin,2004,2058,330,4,18,6,302,1728,652,1022,54,"51,197"
Franklin,2005,1734,310,2,44,4,260,1424,512,862,50,"51,257"
Franklin,2006,1930,314,2,36,4,272,1616,592,964,60,"51,511"
Franklin,2007,1994,290,2,32,8,248,1704,576,1062,66,"51,782"
Franklin,2008,2006,190,0,42,6,142,1816,490,1298,28,"51,907"
Franklin,2009,1874,130,0,20,8,102,1744,460,1228,56,"51,706"
Franklin,2010,1886,114,0,32,2,80,1772,492,1226,54,"51,581"
Franklin,2011,1946,122,2,20,4,96,1824,442,1324,58,"51,237"
Franklin,2012,2084,114,2,30,12,70,1970,426,1492,52,"51,238"
Franklin,2013,1752,122,2,20,6,94,1630,358,1216,56,"50,423"
Franklin,2014,1700,106,0,12,10,84,1594,296,1254,44,"50,066"
Franklin,2015,1682,176,0,106,10,60,1506,296,1182,28,"49,262"
Franklin,2016,1412,216,0,118,6,92,1196,194,978,24,"49,536"
Franklin,2017,1376,200,2,114,10,74,1176,272,852,52,"48,696"
Franklin,2018,1038,142,0,96,4,42,896,168,684,44,"48,298"
Franklin,2019,1028,138,0,88,8,42,890,168,684,38,"47,830"
Franklin,2020,1306,158,0,64,14,80,1148,232,860,56,"47,252"
Franklin,2021,1260,144,0,66,10,68,1116,216,834,66,"46,801"
Franklin,2022,1630,218,6,138,10,64,1412,252,1094,66,"46,112"
Franklin,2023,1442,198,0,80,6,112,1244,266,906,72,"46,224"
Franklin,2024,1070,150,0,46,6,98,920,174,692,54,"46,983"
Fulton,1990,4518,196,0,18,18,160,4322,850,3326,146,"54,336"
Fulton,1991,4504,246,2,12,32,200,4258,980,3162,116,"54,744"
Fulton,1992,4128,246,2,34,38,172,3882,1048,2674,160,"54,814"
Fulton,1993,4394,246,0,28,36,182,4148,1184,2820,144,"55,122"
Fulton,1994,4250,244,0,24,38,182,4006,1262,2554,190,"55,232"
Fulton,1995,4552,282,0,28,64,190,4270,1350,2756,164,"55,217"
Fulton,1996,4290,348,0,28,32,288,3942,930,2876,136,"55,388"
Fulton,1997,3542,340,0,18,28,294,3202,754,2292,156,"55,102"
Fulton,1998,3192,318,10,24,16,268,2874,746,1988,140,"54,971"
Fulton,1999,3064,280,0,14,22,244,2784,688,1972,124,"55,011"
Fulton,2000,3026,268,2,18,8,240,2758,466,2186,106,"54,976"
Fulton,2001,2952,186,2,22,16,146,2766,470,2200,96,"54,904"
Fulton,2002,2990,148,0,12,6,130,2842,406,2324,112,"54,988"
Fulton,2003,2576,164,2,24,6,132,2412,444,1870,98,"55,081"
Fulton,2004,2998,190,0,16,24,150,2808,480,2206,122,"55,233"
Fulton,2005,3214,218,2,26,16,174,2996,610,2254,132,"55,301"
Fulton,2006,3034,200,0,24,14,162,2834,528,2144,162,"55,328"
Fulton,2007,3230,264,2,42,12,208,2966,648,2218,100,"55,489"
Fulton,2008,2974,198,2,24,10,162,2776,482,2202,92,"55,584"
Fulton,2009,3044,224,2,40,22,160,2820,574,2160,86,"55,558"
Fulton,2010,3378,246,2,34,34,176,3132,718,2306,108,"55,461"
Fulton,2011,3210,122,0,26,16,80,3088,652,2356,80,"55,156"
Fulton,2012,3118,104,0,10,24,70,3014,602,2324,88,"54,923"
Fulton,2013,3054,124,2,26,22,74,2930,524,2328,78,"54,458"
Fulton,2014,2930,126,0,8,38,80,2804,530,2210,64,"54,077"
Fulton,2015,2618,246,0,84,20,142,2372,398,1922,52,"53,982"
Fulton,2016,2364,300,2,120,26,152,2064,308,1712,44,"53,845"
Fulton,2017,2176,236,0,102,24,110,1940,286,1600,54,"54,049"
Fulton,2018,1888,290,0,102,28,160,1598,188,1358,52,"53,921"
Fulton,2019,2024,250,2,114,6,128,1774,188,1534,52,"53,634"
Fulton,2020,1916,226,2,62,22,140,1690,280,1338,72,"53,084"
Fulton,2021,1882,294,4,86,32,172,1588,196,1250,142,"52,862"
Fulton,2022,1280,186,6,60,18,102,1094,134,904,56,"52,403"
Fulton,2023,1260,196,0,38,20,138,1064,190,814,60,"52,468"
Fulton,2024,1438,200,2,22,14,162,1238,174,990,74,"52,184"
Genesee,1990,3294,178,0,16,28,134,3116,646,2366,104,"60,167"
Genesee,1991,3504,214,4,20,24,166,3290,662,2530,98,"60,529"
Genesee,1992,3534,158,0,28,24,106,3376,766,2516,94,"60,856"
Genesee,1993,3334,184,6,18,46,114,3150,740,2280,130,"61,164"
Genesee,1994,3380,204,0,36,34,134,3176,586,2496,94,"61,282"
Genesee,1995,3518,208,0,38,34,136,3310,664,2554,92,"61,105"
Genesee,1996,3296,252,6,20,38,188,3044,526,2434,84,"61,288"
Genesee,1997,3132,214,2,36,22,154,2918,548,2284,86,"61,216"
Genesee,1998,2838,194,0,28,20,146,2644,508,2042,94,"60,877"
Genesee,1999,2922,174,2,18,18,136,2748,474,2184,90,"60,554"
Genesee,2000,3268,170,2,18,34,116,3098,466,2530,102,"60,539"
Genesee,2001,3170,192,0,24,32,136,2978,546,2328,104,"60,321"
Genesee,2002,3366,216,8,32,46,130,3150,456,2604,90,"60,289"
Genesee,2003,3556,230,2,44,42,142,3326,574,2654,98,"60,412"
Genesee,2004,3650,216,2,44,36,134,3434,576,2796,62,"60,224"
Genesee,2005,3386,192,2,44,20,126,3194,410,2730,54,"60,068"
Genesee,2006,3508,212,2,34,32,144,3296,492,2730,74,"59,919"
Genesee,2007,2882,174,0,20,22,132,2708,496,2122,90,"59,930"
Genesee,2008,2892,226,4,36,28,158,2666,510,2070,86,"59,895"
Genesee,2009,2994,184,2,34,34,114,2810,424,2312,74,"59,932"
Genesee,2010,2924,214,0,34,40,140,2710,464,2178,68,"59,963"
Genesee,2011,2878,224,0,36,24,164,2654,520,2056,78,"60,051"
Genesee,2012,2906,184,0,24,16,144,2722,532,2122,68,"59,967"
Genesee,2013,2934,218,0,44,44,130,2716,588,2088,40,"59,536"
Genesee,2014,3034,220,2,36,38,144,2814,502,2256,56,"59,279"
Genesee,2015,2398,230,4,74,30,122,2168,336,1758,74,"59,148"
Genesee,2016,2526,254,0,74,40,140,2272,408,1762,102,"58,809"
Genesee,2017,2286,336,0,84,40,212,1950,318,1568,64,"58,739"
Genesee,2018,1892,256,6,64,30,156,1636,232,1314,90,"58,546"
Genesee,2019,2030,270,2,82,38,148,1760,232,1462,66,"58,576"
Genesee,2020,1654,206,0,68,30,108,1448,202,1156,90,"58,299"
Genesee,2021,1894,380,4,88,22,266,1514,230,1196,88,"57,925"
Genesee,2022,2072,254,6,72,26,150,1818,210,1554,54,"57,584"
Genesee,2023,1978,224,0,60,28,136,1754,204,1438,112,"58,016"
Genesee,2024,1554,252,4,42,26,180,1302,122,1134,46,"58,428"
Greene,1990,2880,410,2,26,16,366,2470,792,1584,94,"44,847"
Greene,1991,3252,442,10,8,10,414,2810,982,1714,114,"45,298"
Greene,1992,2816,522,2,22,16,482,2294,806,1428,60,"46,243"
Greene,1993,2804,598,0,14,10,574,2206,748,1398,60,"46,716"
Greene,1994,2630,542,4,18,24,496,2088,650,1380,58,"47,000"
Greene,1995,2694,566,2,8,22,534,2128,708,1362,58,"47,187"
Greene,1996,2444,534,4,10,10,510,1910,642,1194,74,"47,170"
Greene,1997,2538,674,2,12,8,652,1864,624,1180,60,"47,346"
Greene,1998,2294,652,4,20,14,614,1642,578,1016,48,"47,771"
Greene,1999,2220,438,2,24,12,400,1782,482,1244,56,"47,975"
Greene,2000,1776,306,4,14,10,278,1470,474,946,50,"47,986"
Greene,2001,1862,350,2,12,30,306,1512,514,950,48,"47,976"
Greene,2002,1620,292,0,10,36,246,1328,438,832,58,"48,177"
Greene,2003,1436,304,2,26,14,262,1132,378,704,50,"48,416"
Greene,2004,1606,280,4,18,16,242,1326,392,904,30,"48,755"
Greene,2005,1656,266,0,8,8,250,1390,406,938,46,"49,142"
Greene,2006,1938,366,8,16,10,332,1572,434,1076,62,"49,513"
Greene,2007,2280,352,2,36,12,302,1928,486,1374,68,"49,537"
Greene,2008,2836,204,2,4,10,188,2632,524,2026,82,"49,467"
Greene,2009,1702,204,2,14,12,176,1498,416,1036,46,"49,372"
Greene,2010,1672,184,0,16,18,150,1488,452,970,66,"49,155"
Greene,2011,1662,210,0,16,14,180,1452,412,982,58,"48,948"
Greene,2012,1442,176,0,14,12,150,1266,388,838,40,"48,750"
Greene,2013,1436,116,2,16,12,86,1320,426,842,52,"48,540"
Greene,2014,1372,156,4,22,2,128,1216,302,880,34,"48,266"
Greene,2015,1212,234,0,64,8,162,978,248,710,20,"47,997"
Greene,2016,1108,208,0,64,6,138,900,238,640,22,"47,928"
Greene,2017,1270,278,2,76,8,192,992,198,762,32,"47,921"
Greene,2018,1218,228,4,80,2,142,990,212,762,16,"47,991"
Greene,2019,1182,360,0,82,16,262,822,180,618,24,"47,872"
Greene,2020,1100,384,0,50,4,330,716,116,576,24,"47,743"
Greene,2021,1190,412,6,74,10,322,778,126,626,26,"48,272"
Greene,2022,1186,442,0,22,8,412,744,110,592,42,"47,654"
Greene,2023,860,140,0,36,4,100,720,100,580,40,"47,411"
Greene,2024,758,120,0,26,2,92,638,96,524,18,"47,311"
Hamilton,1990,200,8,0,0,0,8,192,62,120,10,"5,292"
Hamilton,1991,316,20,0,0,0,20,296,116,174,6,"5,362"
Hamilton,1992,292,4,0,4,0,0,288,116,162,10,"5,366"
Hamilton,1993,256,16,0,4,0,12,240,94,138,8,"5,318"
Hamilton,1994,222,10,0,4,0,6,212,62,134,16,"5,279"
Hamilton,1995,302,6,0,0,2,4,296,114,162,20,"5,245"
Hamilton,1996,222,16,0,0,0,16,206,88,108,10,"5,354"
Hamilton,1997,212,8,0,0,0,8,204,54,146,4,"5,274"
Hamilton,1998,202,2,0,0,0,2,200,80,114,6,"5,296"
Hamilton,1999,270,14,0,2,0,12,256,100,152,4,"5,325"
Hamilton,2000,246,14,0,0,0,14,232,72,152,8,"5,377"
Hamilton,2001,200,6,0,0,0,6,194,76,112,6,"5,312"
Hamilton,2002,220,14,0,0,0,14,206,54,138,14,"5,232"
Hamilton,2003,142,6,0,2,0,4,136,52,84,0,"5,181"
Hamilton,2004,114,8,0,2,0,6,106,36,70,0,"5,158"
Hamilton,2005,168,6,2,0,0,4,162,54,108,0,"5,093"
Hamilton,2006,148,12,0,4,0,8,136,34,102,0,"4,987"
Hamilton,2007,108,4,0,0,0,4,104,30,74,0,"4,969"
Hamilton,2008,82,10,0,4,0,6,72,18,54,0,"4,893"
Hamilton,2009,102,4,0,0,0,4,98,30,68,0,"4,858"
Hamilton,2010,104,8,0,2,2,4,96,34,58,4,"4,870"
Hamilton,2011,116,2,0,2,0,0,114,50,58,6,"4,919"
Hamilton,2012,162,2,0,0,0,2,160,64,88,8,"4,969"
Hamilton,2013,124,8,0,0,0,8,116,42,74,0,"5,007"
Hamilton,2014,124,2,0,0,0,2,122,50,68,4,"5,015"
Hamilton,2015,86,6,0,6,0,0,80,32,46,2,"5,088"
Hamilton,2016,108,10,0,4,0,6,98,32,64,2,"5,020"
Hamilton,2017,72,8,0,4,0,4,64,14,44,6,"5,012"
Hamilton,2018,92,6,0,0,2,4,86,38,48,0,"5,063"
Hamilton,2019,58,6,0,2,0,4,52,12,36,4,"5,122"
Hamilton,2020,92,14,0,8,0,6,78,14,58,6,"5,073"
Hamilton,2021,56,20,0,12,0,8,36,8,28,0,"5,109"
Hamilton,2022,60,10,0,10,0,0,50,10,40,0,"5,102"
Hamilton,2023,62,12,2,8,0,2,50,12,36,2,"5,068"
Hamilton,2024,42,6,0,4,0,2,36,8,22,6,"5,083"
Herkimer,1990,2574,154,0,14,6,134,2420,816,1526,78,"65,883"
Herkimer,1991,3216,208,2,16,36,154,3008,784,2174,50,"66,344"
Herkimer,1992,3454,386,0,24,10,352,3068,860,2128,80,"66,602"
Herkimer,1993,2938,378,2,42,18,316,2560,732,1768,60,"66,926"
Herkimer,1994,2862,326,4,32,12,278,2536,670,1756,110,"67,038"
Herkimer,1995,3386,380,0,16,24,340,3006,738,2180,88,"66,711"
Herkimer,1996,2834,272,0,16,22,234,2562,672,1812,78,"66,454"
Herkimer,1997,3012,308,0,28,12,268,2704,684,1930,90,"65,818"
Herkimer,1998,2892,282,0,10,24,248,2610,704,1858,48,"64,909"
Herkimer,1999,2900,314,0,20,18,276,2586,506,2026,54,"64,462"
Herkimer,2000,2804,326,0,72,20,234,2478,590,1852,36,"64,451"
Herkimer,2001,2682,342,0,16,12,314,2340,502,1796,42,"64,274"
Herkimer,2002,2828,422,2,38,32,350,2406,480,1890,36,"63,971"
Herkimer,2003,2818,452,2,24,20,406,2366,580,1716,70,"64,080"
Herkimer,2004,2354,354,2,32,22,298,2000,478,1478,44,"64,332"
Herkimer,2005,2936,420,0,48,28,344,2516,512,1946,58,"64,292"
Herkimer,2006,2696,436,2,42,22,370,2260,488,1718,54,"64,029"
Herkimer,2007,2382,354,2,20,18,314,2028,522,1474,32,"64,343"
Herkimer,2008,2570,402,0,28,28,346,2168,454,1674,40,"64,404"
Herkimer,2009,2738,336,0,36,34,266,2402,470,1908,24,"64,381"
Herkimer,2010,2748,338,0,32,14,292,2410,536,1826,48,"64,447"
Herkimer,2011,2724,282,2,22,28,230,2442,618,1780,44,"64,273"
Herkimer,2012,2618,248,4,18,6,220,2370,542,1768,60,"64,025"
Herkimer,2013,2380,252,8,30,14,200,2128,490,1606,32,"63,591"
Herkimer,2014,2246,220,0,22,20,178,2026,374,1616,36,"63,004"
Herkimer,2015,2042,196,2,48,6,140,1846,312,1470,64,"62,178"
Herkimer,2016,2216,246,0,62,22,162,1970,324,1604,42,"61,862"
Herkimer,2017,2324,318,2,80,16,220,2006,306,1642,58,"61,529"
Herkimer,2018,1606,180,0,48,16,116,1426,276,1102,48,"61,004"
Herkimer,2019,1564,282,0,84,12,186,1282,214,1016,52,"60,509"
Herkimer,2020,1802,214,2,80,14,118,1588,254,1288,46,"60,043"
Herkimer,2021,1792,270,10,80,12,168,1522,166,1294,62,"60,036"
