County,Year,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft
Erie,2011,62822,8402,80,390,3430,4502,54420,12954,38392,3074
Erie,2012,62936,8454,100,422,3208,4724,54482,12052,39468,2962
Erie,2013,58590,8178,110,418,3002,4648,50412,10444,37458,2510
Erie,2014,56826,7864,132,346,2994,4392,48962,9276,37080,2606
Erie,2015,52182,7576,92,592,2604,4288,44606,8612,33390,2604
Erie,2016,51632,7584,102,610,2576,4296,44048,8304,33384,2360
Erie,2017,46738,6926,92,502,2222,4110,39812,7506,30026,2280
Erie,2018,45798,7058,116,608,2240,4094,38740,6980,29426,2334
Erie,2019,41898,6776,118,490,2004,4164,35122,5236,27828,2058
Erie,2020,43446,7382,138,386,1814,5044,36064,5360,26774,3930
Erie,2021,40924,6988,146,550,1662,4630,33936,4336,25014,4586
Erie,2022,45822,6454,160,540,1486,4268,39368,4754,29432,5182
Erie,2023,52484,6256,86,616,1456,4098,46228,4784,30444,11000
Erie,2024,50434,6122,92,488,1328,4214,44312,4690,31552,8070
Essex,1990,1918,156,0,12,4,140,1762,652,1068,42
Essex,1991,1798,164,0,4,4,156,1634,538,1054,42
Essex,1992,1742,176,4,8,2,162,1566,478,1068,20
Essex,1993,1544,192,2,18,8,164,1352,434,880,38
Essex,1994,1480,182,8,18,8,148,1298,484,778,36
Essex,1995,1454,148,0,14,6,128,1306,416,858,32
Essex,1996,1456,150,2,4,4,140,1306,436,832,38
Essex,1997,1364,160,4,14,2,140,1204,462,720,22
Essex,1998,1292,172,0,12,2,158,1120,452,622,46
Essex,1999,1298,222,2,24,4,192,1076,318,714,44
Essex,2000,1534,250,0,14,8,228,1284,404,848,32
Essex,2001,1438,116,2,2,6,106,1322,434,850,38
Essex,2002,1344,128,6,10,6,106,1216,396,768,52
Essex,2003,1136,102,0,24,2,76,1034,376,624,34
Essex,2004,940,122,0,14,2,106,818,320,478,20
Essex,2005,1098,106,2,16,4,84,992,260,712,20
Essex,2006,1104,110,0,6,4,100,994,294,672,28
Essex,2007,1080,160,0,22,2,136,920,244,634,42
Essex,2008,934,102,0,12,2,88,832,208,612,12
Essex,2009,1040,98,0,16,2,80,942,296,622,24
Essex,2010,1046,74,0,18,0,56,972,314,628,30
Essex,2011,1234,94,0,32,0,62,1140,366,740,34
Essex,2012,1034,86,2,14,6,64,948,260,662,26
Essex,2013,898,86,0,16,4,66,812,242,532,38
Essex,2014,682,88,0,20,2,66,594,180,386,28
Essex,2015,764,92,0,50,4,38,672,194,454,24
Essex,2016,794,116,0,44,4,68,678,200,462,16
Essex,2017,840,126,2,68,4,52,714,182,504,28
Essex,2018,586,104,4,58,0,42,482,100,370,12
Essex,2019,658,96,0,50,4,42,562,114,428,20
Essex,2020,624,120,0,66,10,44,504,98,386,20
Essex,2021,540,108,2,62,6,38,432,90,320,22
Essex,2022,608,102,0,48,4,50,506,114,366,26
Essex,2023,728,112,2,40,4,66,616,96,494,26
Essex,2024,482,72,0,40,0,32,410,78,312,20
Franklin,1990,2332,452,2,10,16,424,1880,572,1266,42
Franklin,1991,2294,394,2,12,16,364,1900,604,1252,44
Franklin,1992,2126,320,2,18,10,290,1806,552,1210,44
Franklin,1993,2416,354,2,10,8,334,2062,516,1512,34
Franklin,1994,2386,464,2,20,18,424,1922,486,1372,64
Franklin,1995,2534,474,0,40,16,418,2060,684,1320,56
Franklin,1996,2314,358,8,26,10,314,1956,592,1310,54
Franklin,1997,2178,326,0,34,6,286,1852,554,1256,42
Franklin,1998,1694,346,2,18,6,320,1348,416,892,40
Franklin,1999,1856,354,2,2,14,336,1502,446,1018,38
Franklin,2000,2040,410,2,20,8,380,1630,416,1144,70
Franklin,2001,2036,398,0,44,10,344,1638,476,1116,46
Franklin,2002,2118,394,2,18,8,366,1724,450,1240,34
Franklin,2003,2006,386,4,24,18,340,1620,484,1072,64
Franklin,2004,2058,330,4,18,6,302,1728,652,1022,54
Franklin,2005,1734,310,2,44,4,260,1424,512,862,50
Franklin,2006,1930,314,2,36,4,272,1616,592,964,60
Franklin,2007,1994,290,2,32,8,248,1704,576,1062,66
Franklin,2008,2006,190,0,42,6,142,1816,490,1298,28
Franklin,2009,1874,130,0,20,8,102,1744,460,1228,56
Franklin,2010,1886,114,0,32,2,80,1772,492,1226,54
Franklin,2011,1946,122,2,20,4,96,1824,442,1324,58
Franklin,2012,2084,114,2,30,12,70,1970,426,1492,52
Franklin,2013,1752,122,2,20,6,94,1630,358,1216,56
Franklin,2014,1700,106,0,12,10,84,1594,296,1254,44
Franklin,2015,1682,176,0,106,10,60,1506,296,1182,28
Franklin,2016,1412,216,0,118,6,92,1196,194,978,24
Franklin,2017,1376,200,2,114,10,74,1176,272,852,52
Franklin,2018,1038,142,0,96,4,42,896,168,684,44
Franklin,2019,1028,138,0,88,8,42,890,168,684,38
Franklin,2020,1306,158,0,64,14,80,1148,232,860,56
Franklin,2021,1260,144,0,66,10,68,1116,216,834,66
Franklin,2022,1630,218,6,138,10,64,1412,252,1094,66
Franklin,2023,1442,198,0,80,6,112,1244,266,906,72
Franklin,2024,1070,150,0,46,6,98,920,174,692,54
Fulton,1990,4518,196,0,18,18,160,4322,850,3326,146
Fulton,1991,4504,246,2,12,32,200,4258,980,3162,116
Fulton,1992,4128,246,2,34,38,172,3882,1048,2674,160
Fulton,1993,4394,246,0,28,36,182,4148,1184,2820,144
Fulton,1994,4250,244,0,24,38,182,4006,1262,2554,190
Fulton,1995,4552,282,0,28,64,190,4270,1350,2756,164
Fulton,1996,4290,348,0,28,32,288,3942,930,2876,136
Fulton,1997,3542,340,0,18,28,294,3202,754,2292,156
Fulton,1998,3192,318,10,24,16,268,2874,746,1988,140
Fulton,1999,3064,280,0,14,22,244,2784,688,1972,124
Fulton,2000,3026,268,2,18,8,240,2758,466,2186,106
Fulton,2001,2952,186,2,22,16,146,2766,470,2200,96
Fulton,2002,2990,148,0,12,6,130,2842,406,2324,112
Fulton,2003,2576,164,2,24,6,132,2412,444,1870,98
Fulton,2004,2998,190,0,16,24,150,2808,480,2206,122
Fulton,2005,3214,218,2,26,16,174,2996,610,2254,132
Fulton,2006,3034,200,0,24,14,162,2834,528,2144,162
Fulton,2007,3230,264,2,42,12,208,2966,648,2218,100
Fulton,2008,2974,198,2,24,10,162,2776,482,2202,92
Fulton,2009,3044,224,2,40,22,160,2820,574,2160,86
Fulton,2010,3378,246,2,34,34,176,3132,718,2306,108
Fulton,2011,3210,122,0,26,16,80,3088,652,2356,80
Fulton,2012,3118,104,0,10,24,70,3014,602,2324,88
Fulton,2013,3054,124,2,26,22,74,2930,524,2328,78
Fulton,2014,2930,126,0,8,38,80,2804,530,2210,64
Fulton,2015,2618,246,0,84,20,142,2372,398,1922,52
Fulton,2016,2364,300,2,120,26,152,2064,308,1712,44
Fulton,2017,2176,236,0,102,24,110,1940,286,1600,54
Fulton,2018,1888,290,0,102,28,160,1598,188,1358,52
Fulton,2019,2024,250,2,114,6,128,1774,188,1534,52
Fulton,2020,1916,226,2,62,22,140,1690,280,1338,72
Fulton,2021,1882,294,4,86,32,172,1588,196,1250,142
Fulton,2022,1280,186,6,60,18,102,1094,134,904,56
Fulton,2023,1260,196,0,38,20,138,1064,190,814,60
Fulton,2024,1438,200,2,22,14,162,1238,174,990,74
Genesee,1990,3294,178,0,16,28,134,3116,646,2366,104
Genesee,1991,3504,214,4,20,24,166,3290,662,2530,98
Genesee,1992,3534,158,0,28,24,106,3376,766,2516,94
Genesee,1993,3334,184,6,18,46,114,3150,740,2280,130
Genesee,1994,3380,204,0,36,34,134,3176,586,2496,94
Genesee,1995,3518,208,0,38,34,136,3310,664,2554,92
Genesee,1996,3296,252,6,20,38,188,3044,526,2434,84
Genesee,1997,3132,214,2,36,22,154,2918,548,2284,86
Genesee,1998,2838,194,0,28,20,146,2644,508,2042,94
Genesee,1999,2922,174,2,18,18,136,2748,474,2184,90
Genesee,2000,3268,170,2,18,34,116,3098,466,2530,102
Genesee,2001,3170,192,0,24,32,136,2978,546,2328,104
Genesee,2002,3366,216,8,32,46,130,3150,456,2604,90
Genesee,2003,3556,230,2,44,42,142,3326,574,2654,98
Genesee,2004,3650,216,2,44,36,134,3434,576,2796,62
Genesee,2005,3386,192,2,44,20,126,3194,410,2730,54
Genesee,2006,3508,212,2,34,32,144,3296,492,2730,74
Genesee,2007,2882,174,0,20,22,132,2708,496,2122,90
Genesee,2008,2892,226,4,36,28,158,2666,510,2070,86
Genesee,2009,2994,184,2,34,34,114,2810,424,2312,74
Genesee,2010,2924,214,0,34,40,140,2710,464,2178,68
Genesee,2011,2878,224,0,36,24,164,2654,520,2056,78
Genesee,2012,2906,184,0,24,16,144,2722,532,2122,68
Genesee,2013,2934,218,0,44,44,130,2716,588,2088,40
Genesee,2014,3034,220,2,36,38,144,2814,502,2256,56
Genesee,2015,2398,230,4,74,30,122,2168,336,1758,74
Genesee,2016,2526,254,0,74,40,140,2272,408,1762,102
Genesee,2017,2286,336,0,84,40,212,1950,318,1568,64
Genesee,2018,1892,256,6,64,30,156,1636,232,1314,90
Genesee,2019,2030,270,2,82,38,148,1760,232,1462,66
Genesee,2020,1654,206,0,68,30,108,1448,202,1156,90
Genesee,2021,1894,380,4,88,22,266,1514,230,1196,88
Genesee,2022,2072,254,6,72,26,150,1818,210,1554,54
Genesee,2023,1978,224,0,60,28,136,1754,204,1438,112
Genesee,2024,1554,252,4,42,26,180,1302,122,1134,46
Greene,1990,2880,410,2,26,16,366,2470,792,1584,94
Greene,1991,3252,442,10,8,10,414,2810,982,1714,114
Greene,1992,2816,522,2,22,16,482,2294,806,1428,60
Greene,1993,2804,598,0,14,10,574,2206,748,1398,60
Greene,1994,2630,542,4,18,24,496,2088,650,1380,58
Greene,1995,2694,566,2,8,22,534,2128,708,1362,58
Greene,1996,2444,534,4,10,10,510,1910,642,1194,74
Greene,1997,2538,674,2,12,8,652,1864,624,1180,60
Greene,1998,2294,652,4,20,14,614,1642,578,1016,48
Greene,1999,2220,438,2,24,12,400,1782,482,1244,56
Greene,2000,1776,306,4,14,10,278,1470,474,946,50
Greene,2001,1862,350,2,12,30,306,1512,514,950,48
Greene,2002,1620,292,0,10,36,246,1328,438,832,58
Greene,2003,1436,304,2,26,14,262,1132,378,704,50
Greene,2004,1606,280,4,18,16,242,1326,392,904,30
Greene,2005,1656,266,0,8,8,250,1390,406,938,46
Greene,2006,1938,366,8,16,10,332,1572,434,1076,62
Greene,2007,2280,352,2,36,12,302,1928,486,1374,68
Greene,2008,2836,204,2,4,10,188,2632,524,2026,82
Greene,2009,1702,204,2,14,12,176,1498,416,1036,46
Greene,2010,1672,184,0,16,18,150,1488,452,970,66
Greene,2011,1662,210,0,16,14,180,1452,412,982,58
Greene,2012,1442,176,0,14,12,150,1266,388,838,40
Greene,2013,1436,116,2,16,12,86,1320,426,842,52
Greene,2014,1372,156,4,22,2,128,1216,302,880,34
Greene,2015,1212,234,0,64,8,162,978,248,710,20
Greene,2016,1108,208,0,64,6,138,900,238,640,22
Greene,2017,1270,278,2,76,8,192,992,198,762,32
Greene,2018,1218,228,4,80,2,142,990,212,762,16
Greene,2019,1182,360,0,82,16,262,822,180,618,24
Greene,2020,1100,384,0,50,4,330,716,116,576,24
Greene,2021,1190,412,6,74,10,322,778,126,626,26
Greene,2022,1186,442,0,22,8,412,744,110,592,42
Greene,2023,860,140,0,36,4,100,720,100,580,40
Greene,2024,758,120,0,26,2,92,638,96,524,18
Hamilton,1990,200,8,0,0,0,8,192,62,120,10
Hamilton,1991,316,20,0,0,0,20,296,116,174,6
Hamilton,1992,292,4,0,4,0,0,288,116,162,10
Hamilton,1993,256,16,0,4,0,12,240,94,138,8
Hamilton,1994,222,10,0,4,0,6,212,62,134,16
Hamilton,1995,302,6,0,0,2,4,296,114,162,20
Hamilton,1996,222,16,0,0,0,16,206,88,108,10
Hamilton,1997,212,8,0,0,0,8,204,54,146,4
Hamilton,1998,202,2,0,0,0,2,200,80,114,6
Hamilton,1999,270,14,0,2,0,12,256,100,152,4
Hamilton,2000,246,14,0,0,0,14,232,72,152,8
Hamilton,2001,200,6,0,0,0,6,194,76,112,6
Hamilton,2002,220,14,0,0,0,14,206,54,138,14
Hamilton,2003,142,6,0,2,0,4,136,52,84,0
Hamilton,2004,114,8,0,2,0,6,106,36,70,0
Hamilton,2005,168,6,2,0,0,4,162,54,108,0
Hamilton,2006,148,12,0,4,0,8,136,34,102,0
Hamilton,2007,108,4,0,0,0,4,104,30,74,0
Hamilton,2008,82,10,0,4,0,6,72,18,54,0
Hamilton,2009,102,4,0,0,0,4,98,30,68,0
Hamilton,2010,104,8,0,2,2,4,96,34,58,4
Hamilton,2011,116,2,0,2,0,0,114,50,58,6
Hamilton,2012,162,2,0,0,0,2,160,64,88,8
Hamilton,2013,124,8,0,0,0,8,116,42,74,0
Hamilton,2014,124,2,0,0,0,2,122,50,68,4
Hamilton,2015,86,6,0,6,0,0,80,32,46,2
Hamilton,2016,108,10,0,4,0,6,98,32,64,2
Hamilton,2017,72,8,0,4,0,4,64,14,44,6
Hamilton,2018,92,6,0,0,2,4,86,38,48,0
Hamilton,2019,58,6,0,2,0,4,52,12,36,4
Hamilton,2020,92,14,0,8,0,6,78,14,58,6
Hamilton,2021,56,20,0,12,0,8,36,8,28,0
Hamilton,2022,60,10,0,10,0,0,50,10,40,0
Hamilton,2023,62,12,2,8,0,2,50,12,36,2
Hamilton,2024,42,6,0,4,0,2,36,8,22,6
Herkimer,1990,2574,154,0,14,6,134,2420,816,1526,78
Herkimer,1991,3216,208,2,16,36,154,3008,784,2174,50
Herkimer,1992,3454,386,0,24,10,352,3068,860,2128,80
Herkimer,1993,2938,378,2,42,18,316,2560,732,1768,60
Herkimer,1994,2862,326,4,32,12,278,2536,670,1756,110
Herkimer,1995,3386,380,0,16,24,340,3006,738,2180,88
Herkimer,1996,2834,272,0,16,22,234,2562,672,1812,78
Herkimer,1997,3012,308,0,28,12,268,2704,684,1930,90
Herkimer,1998,2892,282,0,10,24,248,2610,704,1858,48
Herkimer,1999,2900,314,0,20,18,276,2586,506,2026,54
Herkimer,2000,2804,326,0,72,20,234,2478,590,1852,36
Herkimer,2001,2682,342,0,16,12,314,2340,502,1796,42
Herkimer,2002,2828,422,2,38,32,350,2406,480,1890,36
Herkimer,2003,2818,452,2,24,20,406,2366,580,1716,70
Herkimer,2004,2354,354,2,32,22,298,2000,478,1478,44
Herkimer,2005,2936,420,0,48,28,344,2516,512,1946,58
Herkimer,2006,2696,436,2,42,22,370,2260,488,1718,54
Herkimer,2007,2382,354,2,20,18,314,2028,522,1474,32
Herkimer,2008,2570,402,0,28,28,346,2168,454,1674,40
Herkimer,2009,2738,336,0,36,34,266,2402,470,1908,24
Herkimer,2010,2748,338,0,32,14,292,2410,536,1826,48
Herkimer,2011,2724,282,2,22,28,230,2442,618,1780,44
Herkimer,2012,2618,248,4,18,6,220,2370,542,1768,60
Herkimer,2013,2380,252,8,30,14,200,2128,490,1606,32
Herkimer,2014,2246,220,0,22,20,178,2026,374,1616,36
Herkimer,2015,2042,196,2,48,6,140,1846,312,1470,64
Herkimer,2016,2216,246,0,62,22,162,1970,324,1604,42
Herkimer,2017,2324,318,2,80,16,220,2006,306,1642,58
Herkimer,2018,1606,180,0,48,16,116,1426,276,1102,48
Herkimer,2019,1564,282,0,84,12,186,1282,214,1016,52
Herkimer,2020,1802,214,2,80,14,118,1588,254,1288,46
Herkimer,2021,1792,270,10,80,12,168,1522,166,1294,62
Herkimer,2022,2170,298,0,84,8,206,1872,230,1592,50
Herkimer,2023,2348,316,0,62,26,228,2032,246,1732,54
Herkimer,2024,2500,328,4,38,26,260,2172,310,1800,62
Jefferson,1990,6270,374,10,30,20,314,5896,1512,4278,106
Jefferson,1991,6404,404,4,64,32,304,6000,1600,4288,112
Jefferson,1992,5604,498,4,106,60,328,5106,1394,3634,78
Jefferson,1993,5764,374,8,110,56,200,5390,1264,4046,80
Jefferson,1994,5642,358,6,82,54,216,5284,1124,4058,102
Jefferson,1995,4928,300,2,72,50,176,4628,1048,3488,92
Jefferson,1996,5772,386,0,78,58,250,5386,1332,3926,128
Jefferson,1997,5400,332,2,78,60,192,5068,1238,3716,114
Jefferson,1998,4654,346,4,94,46,202,4308,1002,3234,72
Jefferson,1999,4452,330,0,78,38,214,4122,980,3036,106
Jefferson,2000,4272,314,0,72,60,182,3958,972,2858,128
Jefferson,2001,4424,348,4,44,64,236,4076,872,3122,82
Jefferson,2002,4122,436,4,148,36,248,3686,702,2904,80
Jefferson,2003,4380,394,2,122,58,212,3986,880,3028,78
Jefferson,2004,4562,460,6,78,50,326,4102,808,3208,86
Jefferson,2005,6122,580,14,100,66,400,5542,996,4336,210
Jefferson,2006,6186,600,2,68,104,426,5586,1202,4080,304
Jefferson,2007,5070,576,10,100,56,410,4494,780,3516,198
Jefferson,2008,5542,542,0,52,52,438,5000,960,3872,168
Jefferson,2009,5402,448,8,66,40,334,4954,906,3944,104
Jefferson,2010,4868,440,12,40,54,334,4428,788,3532,108
Jefferson,2011,4962,364,4,36,48,276,4598,738,3690,170
Jefferson,2012,5834,426,2,30,50,344,5408,920,4180,308
Jefferson,2013,4804,280,2,32,32,214,4524,678,3686,160
Jefferson,2014,5064,348,2,56,42,248,4716,692,3944,80
Jefferson,2015,5086,442,6,164,34,238,4644,798,3746,100
Jefferson,2016,4762,562,4,184,34,340,4200,702,3400,98
Jefferson,2017,4522,478,8,172,44,254,4044,584,3366,94
Jefferson,2018,4038,516,2,214,42,258,3522,488,2950,84
Jefferson,2019,3758,490,0,192,42,256,3268,380,2780,108
Jefferson,2020,4116,556,6,148,44,358,3560,516,2908,136
Jefferson,2021,3702,442,4,182,28,228,3260,464,2684,112
Jefferson,2022,4056,552,2,206,30,314,3504,494,2916,94
Jefferson,2023,3900,404,2,140,8,254,3496,486,2906,104
Jefferson,2024,3714,476,0,170,22,284,3238,450,2670,118
Kings,1990,202009,63087,759,1159,36341,24828,138922,39041,54827,45054
Kings,1991,191259,60814,786,1039,34915,24074,130445,36004,50983,43458
Kings,1992,176699,56682,652,1065,32458,22507,120017,32561,47996,39460
Kings,1993,169236,54931,718,1046,30973,22194,114305,30659,50631,33015
Kings,1994,148398,48212,546,1007,25504,21155,100186,26428,45928,27830
Kings,1995,123733,39887,382,882,20780,17843,83846,21874,40340,21632
Kings,1996,106659,34798,340,842,17061,16555,71861,18796,36240,16825
Kings,1997,101454,32697,276,743,15613,16065,68757,16994,37139,14624
Kings,1998,96447,31123,237,789,14141,15956,65324,15055,37296,12973
Kings,1999,89153,28725,263,688,13108,14666,60428,13295,35084,12049
Kings,2000,85912,27611,236,626,12154,14595,58301,12264,34776,11261
Kings,2001,77831,25226,254,570,10521,13881,52605,10555,32863,9187
Kings,2002,73707,22466,221,636,9980,11629,51241,10139,32728,8374
Kings,2003,71289,21485,235,536,9641,11073,49804,9483,32596,7725
Kings,2004,67962,19735,232,459,8783,10261,48227,8901,32551,6775
Kings,2005,66239,19369,211,420,8715,10023,46870,7877,32977,6016
Kings,2006,61368,17992,225,307,8182,9278,43376,7415,30785,5176
Kings,2007,59321,17526,213,252,7629,9432,41795,6917,30586,4292
Kings,2008,59547,16895,213,250,7867,8565,42652,6758,32022,3872
Kings,2009,55816,15803,201,253,6292,9057,40013,6262,30292,3459
Kings,2010,57172,16514,222,323,6684,9285,40658,6421,30900,3337
Kings,2011,59014,18182,198,347,7090,10547,40832,6144,31752,2936
Kings,2012,60690,18673,149,358,7295,10871,42017,6585,32752,2680
Kings,2013,59056,18258,147,401,6854,10856,40798,5635,32557,2606
Kings,2014,56700,17053,122,347,5980,10604,39647,5719,31273,2655
Kings,2015,53957,16385,146,659,5686,9894,37572,5077,30015,2480
Kings,2016,50802,15523,128,678,4907,9810,35279,3832,29366,2081
Kings,2017,49766,14593,111,709,4497,9276,35173,3659,29589,1925
Kings,2018,50106,14384,98,802,4157,9327,35722,3585,30417,1720
Kings,2019,47735,14194,100,842,4031,9221,33541,3203,28505,1833
Kings,2020,50938,14590,175,701,3816,9898,36348,4099,29306,2943
Kings,2021,50476,15249,150,713,3590,10796,35227,3478,28819,2930
Kings,2022,62416,17123,140,729,4479,11775,45293,4104,37481,3708
Kings,2023,63803,15474,135,706,4236,10397,48329,3712,40230,4387
Kings,2024,62086,15415,118,671,4055,10571,46671,3450,38695,4526
Lewis,1990,644,72,6,6,0,60,572,290,252,30
Lewis,1991,658,32,0,0,2,30,626,234,354,38
Lewis,1992,596,48,2,6,0,40,548,258,268,22
Lewis,1993,634,62,0,6,4,52,572,312,236,24
Lewis,1994,524,48,0,6,0,42,476,252,208,16
Lewis,1995,598,50,2,10,4,34,548,274,254,20
Lewis,1996,838,68,0,6,0,62,770,338,416,16
Lewis,1997,786,82,0,2,10,70,704,312,376,16
Lewis,1998,938,314,0,10,4,300,624,344,258,22
Lewis,1999,568,58,0,0,2,56,510,248,252,10
Lewis,2000,524,28,0,0,0,28,496,200,276,20
Lewis,2001,632,88,0,8,0,80,544,228,302,14
Lewis,2002,672,80,0,14,8,58,592,242,326,24
Lewis,2003,688,94,0,14,4,76,594,280,286,28
Lewis,2004,634,52,0,2,0,50,582,188,380,14
Lewis,2005,732,56,0,14,2,40,676,328,320,28
Lewis,2006,696,52,0,14,0,38,644,326,290,28
Lewis,2007,818,130,0,78,0,52,688,226,438,24
Lewis,2008,768,70,0,10,2,58,698,252,424,22
Lewis,2009,774,46,2,10,4,30,728,242,454,32
Lewis,2010,924,50,0,6,4,40,874,372,470,32
Lewis,2011,838,66,2,8,6,50,772,246,466,60
Lewis,2012,840,38,0,0,4,34,802,252,528,22
Lewis,2013,664,48,2,2,0,44,616,190,398,28
Lewis,2014,514,54,0,4,0,50,460,164,276,20
Lewis,2015,564,54,0,18,2,34,510,182,316,12
Lewis,2016,472,60,2,40,0,18,412,144,260,8
Lewis,2017,520,70,0,44,0,26,450,154,284,12
Lewis,2018,414,64,0,34,2,28,350,100,234,16
Lewis,2019,324,60,4,22,0,34,264,78,172,14
Lewis,2020,298,48,0,28,0,20,250,88,146,16
Lewis,2021,266,42,0,24,0,18,224,40,152,32
Lewis,2022,380,50,0,26,0,24,330,80,236,14
Lewis,2023,342,50,0,26,0,24,292,50,230,12
Lewis,2024,352,68,2,26,4,36,284,80,186,18
Livingston,1990,3830,294,0,34,12,248,3536,612,2880,44
Livingston,1991,3828,302,0,26,18,258,3526,486,2976,64
Livingston,1992,3566,242,2,28,10,202,3324,554,2700,70
Livingston,1993,3402,270,2,24,16,228,3132,450,2594,88
Livingston,1994,3094,238,0,22,18,198,2856,446,2338,72
Livingston,1995,3348,280,6,18,10,246,3068,448,2578,42
Livingston,1996,3438,246,0,22,12,212,3192,464,2626,102
Livingston,1997,3388,286,0,28,8,250,3102,460,2546,96
Livingston,1998,3602,310,0,10,16,284,3292,500,2658,134
Livingston,1999,3106,224,4,16,8,196,2882,440,2348,94
Livingston,2000,3104,176,2,6,8,160,2928,460,2420,48
Livingston,2001,3284,132,0,10,12,110,3152,434,2672,46
Livingston,2002,3228,158,0,14,12,132,3070,394,2608,68
Livingston,2003,3546,190,0,34,24,132,3356,458,2828,70
Livingston,2004,3450,172,2,38,26,106,3278,420,2812,46
Livingston,2005,3804,132,2,24,12,94,3672,452,3160,60
Livingston,2006,3926,184,2,58,8,116,3742,390,3298,54
Livingston,2007,3122,122,0,28,8,86,3000,374,2572,54
Livingston,2008,2150,144,0,28,8,108,2006,328,1648,30
Livingston,2009,1996,138,2,22,14,100,1858,250,1570,38
Livingston,2010,2314,94,4,20,10,60,2220,290,1914,16
Livingston,2011,2148,88,2,20,2,64,2060,306,1718,36
Livingston,2012,2390,108,0,28,2,78,2282,344,1904,34
Livingston,2013,2176,112,0,32,18,62,2064,370,1628,66
Livingston,2014,1792,94,2,10,12,70,1698,310,1354,34
Livingston,2015,1770,154,0,70,14,70,1616,258,1304,54
Livingston,2016,1774,184,8,52,16,108,1590,242,1302,46
Livingston,2017,1618,112,0,48,12,52,1506,154,1296,56
Livingston,2018,1272,116,0,46,10,60,1156,122,992,42
Livingston,2019,1201,122,0,66,16,40,1079,136,933,10
Livingston,2020,1132,102,0,56,10,36,1030,142,860,28
Livingston,2021,1060,92,0,36,4,52,968,154,762,52
Livingston,2022,1190,98,2,40,4,52,1092,128,920,44
Livingston,2023,1320,130,0,34,6,90,1190,120,1012,58
Livingston,2024,1082,96,2,24,12,58,986,104,844,38
Madison,1990,3826,120,4,12,16,88,3706,718,2896,92
Madison,1991,3702,152,0,14,10,128,3550,754,2714,82
Madison,1992,3546,172,8,18,16,130,3374,702,2602,70
Madison,1993,3040,118,6,26,6,80,2922,570,2276,76
Madison,1994,3126,96,2,28,14,52,3030,674,2278,78
Madison,1995,3306,138,0,22,10,106,3168,758,2342,68
Madison,1996,3366,198,0,16,30,152,3168,774,2346,48
Madison,1997,3290,144,4,18,12,110,3146,694,2406,46
Madison,1998,2590,108,4,14,10,80,2482,638,1818,26
Madison,1999,2528,138,0,22,10,106,2390,458,1900,32
Madison,2000,2714,180,2,20,6,152,2534,526,1958,50
Madison,2001,2908,198,0,24,26,148,2710,570,2088,52
Madison,2002,2732,154,0,16,16,122,2578,704,1816,58
Madison,2003,2532,164,0,30,24,110,2368,524,1784,60
Madison,2004,2808,142,2,28,30,82,2666,634,1984,48
Madison,2005,2596,166,2,44,22,98,2430,514,1878,38
Madison,2006,2450,132,0,38,10,84,2318,596,1672,50
Madison,2007,2868,148,4,24,18,102,2720,636,2020,64
Madison,2008,2922,140,0,30,10,100,2782,600,2132,50
Madison,2009,2640,118,0,20,22,76,2522,502,1974,46
Madison,2010,2590,106,2,20,14,70,2484,438,1998,48
Madison,2011,2570,106,0,26,10,70,2464,512,1900,52
Madison,2012,2674,118,0,24,10,84,2556,544,1948,64
Madison,2013,2312,110,2,18,14,76,2202,420,1736,46
Madison,2014,2268,122,2,20,12,88,2146,422,1692,32
Madison,2015,2024,212,2,102,24,84,1812,310,1460,42
Madison,2016,2062,244,2,118,22,102,1818,282,1466,70
Madison,2017,1970,208,2,92,28,86,1762,308,1406,48
Madison,2018,1892,270,2,128,10,130,1622,214,1340,68
Madison,2019,1670,214,0,106,12,96,1456,222,1212,22
Madison,2020,1910,268,4,82,20,162,1642,244,1336,62
Madison,2021,1856,258,0,104,18,136,1598,232,1240,126
Madison,2022,1882,280,4,78,18,180,1602,250,1262,90
Madison,2023,1782,214,2,58,14,140,1568,264,1244,60
Madison,2024,1636,220,0,66,22,132,1416,230,1146,40
Monroe,1990,85158,6634,98,470,2898,3168,78524,15898,56390,6236
Monroe,1991,87716,5714,138,432,3160,1984,82002,16672,59164,6166
Monroe,1992,88948,5970,110,444,3478,1938,82978,18484,56804,7690
Monroe,1993,84878,6264,138,406,3654,2066,78614,17040,53356,8218
Monroe,1994,75928,6492,136,386,3774,2196,69436,13984,49352,6100
Monroe,1995,80006,6142,120,406,3554,2062,73864,14346,53312,6206
Monroe,1996,75624,5600,104,340,3232,1924,70024,12902,49648,7474
Monroe,1997,73318,5824,120,374,3654,1676,67494,11612,48508,7374
Monroe,1998,68860,4788,94,374,2694,1626,64072,10950,46420,6702
Monroe,1999,61048,3886,62,330,2022,1472,57162,9592,42010,5560
Monroe,2000,63868,4178,92,332,2292,1462,59690,8854,44432,6404
Monroe,2001,60472,4192,94,262,2192,1644,56280,8146,41788,6346
Monroe,2002,61086,4606,88,362,2352,1804,56480,8128,41092,7260
Monroe,2003,63376,5246,130,300,2812,2004,58130,8774,40434,8922
Monroe,2004,61894,4664,94,312,2210,2048,57230,9228,39798,8204
Monroe,2005,55558,5470,114,320,2462,2574,50088,8872,35506,5710
