County,Year,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Population,Index_Total_Rate,Property_Total_Rate,Violent_Total_Rate,Murder_Rate,Rape_Rate,Robbery_Rate,Aggravated_Assault_Rate,Burglary_Rate,Larceny_Rate,Motor_Vehicle_Theft_Rate
Dutchess,1995,15374,2206,26,104,568,1508,13168,2698,9828,642,266538,5768.033075959151,4940.383735152211,827.6493408069393,9.754706645956674,39.018826583826694,213.10282211166887,565.7729854654871,1012.2384050304271,3687.2791121716227,240.86621795016094
Dutchess,1996,15270,1870,22,90,484,1274,13400,2712,10018,670,268986,5676.875376413643,4981.671908575167,695.2034678384749,8.17886432751147,33.45899043072873,179.9350152052523,473.6305978749823,1008.2309116459593,3724.35740150045,249.08359542875837
Dutchess,1997,15130,1680,4,96,454,1126,13450,2726,10194,530,270935,5584.365253658627,4964.290327938435,620.0749257201912,1.4763688707623601,35.43285289829664,167.56786683152788,415.5978371196043,1006.1453854245483,3762.5260671378746,195.6188753760127
Dutchess,1998,13270,1360,22,86,374,878,11910,2148,9200,562,273784,4846.886596733191,4350.14463956988,496.7419571633112,8.03553165999474,31.41162376179762,136.6040382199106,320.69076352160823,784.5600911667592,3360.313239634164,205.27130876895654
Dutchess,1999,13236,1206,26,90,342,748,12030,1980,9502,548,277586,4768.252001181616,4333.792050031342,434.45995115027415,9.36646660854654,32.42238441419956,123.20506077395834,269.46603935356967,713.2924571123904,3423.0832967080473,197.41629621090402
Dutchess,2000,12692,1218,14,92,326,786,11474,1688,9258,528,280914,4518.108745025168,4084.5240892230363,433.5846558021316,4.98373167588657,32.7502367272546,116.0497518813587,279.80093551763173,600.8956477783236,3295.6705610969902,187.95788034772207
Dutchess,2001,12236,1254,14,76,336,828,10982,1658,8758,566,284712,4297.676248278963,3857.2311669336027,440.44508134535954,4.917249711989659,26.693641293658153,118.01399308775183,290.8201972519599,582.3428587484897,3076.090926971817,198.79738121329626
Dutchess,2002,11936,1392,12,94,396,890,10544,1762,8244,538,287700,4148.766075773376,3664.9287452207163,483.837330552659,4.1710114702815435,32.67292318387209,137.64337851929093,309.3500173792145,612.4435175530066,2865.48488008342,187.0003475842892
Dutchess,2003,12450,1572,8,118,398,1048,10878,2082,8236,560,290781,4281.572729992675,3740.9596913140817,540.6130386785932,2.7512113927663773,40.58036804330407,136.8727667901273,360.4086924523955,716.0027649674497,2832.3721288529855,192.58479749364642
Dutchess,2004,10620,1494,8,84,362,1040,9126,1314,7248,564,292859,3626.3184672487446,3116.175360839175,510.14310640956916,2.7316899941610124,28.682744938690636,123.60897223578583,355.11969924093165,448.6800815409463,2474.9111347098774,192.5841445883514
Dutchess,2005,12046,1652,10,140,438,1064,10394,1770,8106,518,294362,4092.2401668693647,3531.0264232475656,561.213743621799,3.3971776248292915,47.560486747610085,148.796379967523,361.45969928183666,601.3004395947846,2753.752182686624,175.9738009661573
Dutchess,2006,11946,1708,16,78,530,1084,10238,1806,7964,468,294712,4053.4487906837862,3473.8999429951955,579.5488476885909,5.429029018160102,26.4665164635305,179.83658622655338,367.8167159803469,612.8016504248216,2702.299193789191,158.79909878118298
Dutchess,2007,12842,1790,28,84,510,1168,11052,1818,8708,526,295319,4348.518043200742,3742.3938182101388,606.1242249906034,9.481272793149103,28.44381837944731,172.6946115895015,395.5045222285055,615.6054977837525,2948.675838669371,178.1124817570153
Dutchess,2008,13074,1784,10,90,498,1186,11290,1988,8878,424,296267,4412.911326607418,3810.7517880830464,602.1595385243716,3.375333736123159,30.378003625108434,168.09162005893333,400.31458110420664,671.016346741284,2996.6212909301407,143.11415041162195
Dutchess,2009,12190,1818,8,70,564,1176,10372,1762,8274,336,296887,4105.939296769478,3493.585101402217,612.3541953672609,2.694627922408189,23.577994321071653,189.97126852977732,396.11030459400376,593.4917999104036,2786.9189287506692,113.17437274114394
Dutchess,2010,11874,1448,24,86,420,918,10426,1994,8126,306,297778,3987.5343376609417,3501.266043831311,486.2682938296315,8.059695477839195,28.88057546225712,141.0446708621859,308.2833520273492,669.6263659504732,2728.878560538388,102.76111734244975
Dutchess,2011,11354,1250,14,84,300,852,10104,1914,7890,300,298424,3804.653781197223,3385.7866659518004,418.8671152454226,4.6913116907487336,28.1478701444924,100.52810765890142,285.49982575128007,641.3693268637911,2643.8892314291074,100.52810765890142
Dutchess,2012,11800,1356,10,58,326,962,10444,1796,8336,312,297539,3965.8666594967385,3510.128084049486,455.73857544725234,3.3609039487260497,19.493242902611087,109.5654687284692,323.3189598674459,603.6183491911985,2801.649531658035,104.86020320025274
Dutchess,2013,10242,1168,24,56,300,788,9074,1540,7258,276,297030,3448.1365518634484,3054.910278423055,393.22627344039324,8.07999192000808,18.853314480018852,100.999899000101,265.2930680402653,518.4661482005185,2443.5242231424436,92.91990708009291
Dutchess,2014,9664,1122,6,52,344,720,8542,1264,7090,188,296127,3263.4646621213196,2884.573172996721,378.8914891245986,2.0261576958534686,17.56003336406339,116.1663745622655,243.1389235024162,426.843887926464,2394.2430106001816,63.48627447007534
Dutchess,2015,9038,1116,8,216,236,656,7922,1010,6690,222,295297,3060.647415991358,2682.722818044206,377.92459794715154,2.7091369028469643,73.14669637686804,79.91953863398545,222.14922603345107,342.02853398442926,2265.515735005774,75.17854905400326
Dutchess,2016,8230,1132,8,222,228,674,7098,960,5982,156,294484,2794.718898140476,2410.317708262588,384.4011898778881,2.7166161828826016,75.38609907499219,77.42356121215414,228.87491340785917,325.9939419459122,2031.3497507504653,52.974015566210724
Dutchess,2017,8192,1146,10,214,220,702,7046,828,6054,164,295158,2775.462633572527,2387.1960102724643,388.266623300063,3.3880159101227143,72.50354047662609,74.53635002269971,237.8387168906145,280.5277173581607,2051.1048319882907,55.5634609260125
Dutchess,2018,7320,1080,12,226,208,634,6240,704,5266,270,295687,2475.5907429139597,2110.339649697146,365.25109321681373,4.058345480186819,76.4321732101851,70.34465498990487,214.41591953653693,238.0896015042934,1780.9372748886492,91.31277330420343
Dutchess,2019,7094,1134,10,208,216,700,5960,570,5138,252,296034,2396.346365620165,2013.2822581189996,383.0641075011654,3.3779903659714763,70.2621996122067,72.96459190498389,236.45932561800333,192.54545086037413,1735.6114500361446,85.1253572224812
Dutchess,2020,7464,1158,18,186,176,778,6306,490,5518,298,296309,2518.9919982180763,2128.1837541215423,390.80824409653434,6.074739545541985,62.77230863726718,59.3974533341883,262.5637425795369,165.36790985086515,1862.2451562389263,100.57068803175065
Dutchess,2021,6738,1100,10,214,132,744,5638,462,4810,366,297659,2263.664125727762,1894.1137341723247,369.5503915554376,3.3595490141403417,71.89434890260331,44.34604698665251,249.95044665204145,155.21116445328377,1615.9430758015046,122.95949391753652
Dutchess,2022,7378,1198,18,200,132,848,6180,454,5460,266,297214,2482.386428633914,2079.309857543723,403.0765710901909,6.056242303525406,67.29158115028228,44.41244355918631,285.3163040771969,152.7518892111408,1837.0601654027066,89.49780292987545
Dutchess,2023,7790,1036,6,234,104,692,6754,502,5964,288,297451,2618.9187462809,2270.626086313376,348.29265996752406,2.017138957340873,78.66841933629404,34.9637419272418,232.64335974664735,168.76729276418638,2005.0361235968278,96.8226699523619
Dutchess,2024,6958,1042,16,166,162,698,5916,536,5096,284,299256,2325.099580292459,1976.9027187424813,348.1968615499773,5.346592883684872,55.47090116823054,54.13425294730933,233.24511455075253,179.1108616034432,1702.8898334536316,94.90202368540648
Erie,1990,104628,14780,90,842,4904,8944,89848,24038,55150,10660,969780,10788.838705685826,9264.781703066676,1524.0570026191508,9.280455361009714,86.82381571077975,505.68170100435157,922.2710305430098,2478.7065107550166,5686.856812885397,1099.2183794262617
Erie,1991,110828,16554,114,764,6068,9608,94274,24822,56530,12922,973280,11387.062304783823,9686.215683051127,1700.8466217326975,11.712970573730068,78.49745191517343,623.4588196613513,987.1773795824429,2550.3452243958573,5808.1949695873745,1327.6754890678942
Erie,1992,112608,17032,176,842,6656,9358,95576,24578,55560,15438,976538,11531.348498471129,9787.227941974608,1744.1205564965214,18.022852157314922,86.2229631616998,681.5914997675461,958.2832414099605,2516.850342741399,5689.486737843279,1580.8908613899307
Erie,1993,106796,16200,168,750,6464,8818,90596,22362,52884,15350,977751,10922.617312587765,9265.753755301708,1656.8635572860576,17.182288742225783,76.7066461706508,661.1090144627824,901.8656079103986,2287.0853622241243,5408.73903478493,1569.9293582926532
Erie,1994,103314,17504,192,674,7274,9364,85810,21026,52146,12638,977079,10573.761180006939,8782.299077147292,1791.4621028596462,19.65040697835078,68.98111616358554,744.4638560443935,958.3667236733162,2151.924255868768,5336.927720276457,1293.4471010020684
Erie,1995,99794,16358,132,652,6412,9162,83436,20564,51252,11620,973927,10246.558520299775,8566.966518024452,1679.5920022753246,13.553377203835606,66.94546921894558,658.3655653863175,940.7275904662259,2111.4518849975407,5262.406730689261,1193.1079023376496
Erie,1996,92440,11092,122,720,5904,4346,81348,18640,50664,12044,970375,9526.214092490016,8383.150843745974,1143.0632487440423,12.572459100863068,74.19811928378205,608.4245781270128,447.86809223238436,1920.9068659023574,5221.074326935463,1241.1696509081542
Erie,1997,88320,10200,106,610,4950,4534,78120,17668,49822,10630,963040,9170.958631001828,8111.812593454062,1059.1460375477654,11.006811762751287,63.341086559229105,513.9973417511214,470.8007974746636,1834.607077587639,5173.4092041867425,1103.796311679681
Erie,1998,78650,9070,90,508,4026,4446,69580,15600,45930,8050,956578,8222.01639594471,7273.844892941297,948.1715030034142,9.408537516020647,53.10596731264988,420.87524488332366,464.78175329142,1630.813169443579,4801.490312342537,841.5414111551802
Erie,1999,71780,8324,68,484,3332,4440,63456,13508,42180,7768,952546,7535.594081545669,6661.72552296687,873.8685585787983,7.13876285239768,50.81119442000701,349.7993797674863,466.11922153890725,1418.0942442674686,4428.13260461962,815.4986740797821
Erie,2000,70942,9090,84,468,3546,4992,61852,12466,42432,6954,949440,7471.983485001685,6514.577013818672,957.4064711830132,8.847320525783621,49.29221435793731,373.48331648129425,525.783619817998,1312.984496124031,4469.160768452983,732.4317492416583
Erie,2001,70364,9144,138,608,3620,4778,61220,12114,42234,6872,946515,7434.00791323962,6467.937644939595,966.0702683000269,14.579800637073896,64.23564338652848,382.4556399000544,504.79918437637014,1279.8529341848782,4462.052899320138,726.0318114345785
Erie,2002,64538,9270,90,530,3746,4904,55268,11396,37824,6048,943551,6839.905845047062,5857.447027240711,982.4588178063507,9.538435124333501,56.17078462107507,397.0108663972589,519.7387316636832,1207.7778519656065,4008.6863349198925,640.9828403552114
Erie,2003,69244,9686,136,562,3792,5196,59558,11962,40972,6624,941846,7351.945010118427,6323.53909237816,1028.4059177402676,14.439727938537724,59.67005221660442,402.6135907568753,551.6825468282501,1270.0590117705017,4350.180390424761,703.2996901828961
Erie,2004,66608,9430,114,608,3384,5324,57178,11570,39908,5700,938333,7098.546038559872,6093.572324537238,1004.9737140226337,12.149205026360578,64.79576014058975,360.63955972986133,567.389189125822,1233.0377382016832,4253.074335017526,607.4602513180289
Erie,2005,68916,10034,118,546,3926,5444,58882,12534,40484,5864,931745,7396.444306113797,6319.5402175487925,1076.9040885650043,12.664409253604795,58.59972417345948,421.3599214377324,584.2800337002077,1345.2178439379873,4344.9656290079365,629.3567446028687
Erie,2006,65162,10030,162,526,3952,5390,55132,13376,36572,5184,925564,7040.247892096063,5956.584309674966,1083.6635824210969,17.5028415106897,56.83021379396778,426.9828990755907,582.3476280408486,1445.1728891789223,3951.3204921539727,560.0909283420704
Erie,2007,66498,9082,114,528,3646,4794,57416,12972,38902,5542,921887,7213.2484783926875,6228.0952003879,985.153278004788,12.365940728093573,57.27383074064392,395.49315697043136,520.0203495656192,1407.113887059911,4219.823036879791,601.1582764481981
Erie,2008,66750,9470,78,496,3578,5318,57280,12412,40144,4724,920571,7250.9344743642805,6222.2251189750705,1028.7093553892096,8.473002082403204,53.87960298553833,388.6718134722906,577.6849368489774,1348.2936134203662,4360.7717384101825,513.1597671445222
Erie,2009,65312,9830,132,424,3838,5436,55482,11986,39460,4036,919334,7104.273310896801,6035.021004335747,1069.252306561054,14.358220189833075,46.120343640069876,417.4761294589344,591.2976132722166,1303.7699029949943,4292.237641597069,439.013459743684
Erie,2010,65136,9056,124,468,3368,5096,56080,13068,39344,3668,920059,7079.5459856378775,6095.2612821569055,984.2847034809724,13.477396558264198,50.8663031392552,366.06348071156305,553.87752307189,1420.3436953499722,4276.247501518924,398.6700852880087
Erie,2011,62822,8402,80,390,3430,4502,54420,12954,38392,3074,924403,6795.953712828712,5887.042772470449,908.9109403582636,8.654234138141048,42.18939142343761,371.0502886727975,487.01702612388755,1401.3368628184894,4153.16696289389,332.5389467580698
Erie,2012,62936,8454,100,422,3208,4724,54482,12052,39468,2962,928112,6781.078145741032,5870.196700398228,910.8814453428034,10.774561690830417,45.46865033530436,345.6479390418398,508.99029427482884,1298.5501749788818,4252.504008136949,319.14251728239697
Erie,2013,58590,8178,110,418,3002,4648,50412,10444,37458,2510,932734,6281.533641960087,5404.756339964019,876.7773019960675,11.793287260891102,44.81449159138618,321.8495305199553,498.3199926238349,1119.7190195704243,4015.9359474405346,269.10137295306055
Erie,2014,56826,7864,132,346,2994,4392,48962,9276,37080,2606,937256,6063.018001485187,5223.972959362223,839.0450421229632,14.083665508676392,36.91627474243963,319.4431404013418,468.6019614705054,989.6975852915319,3956.2296747100045,278.0456993606869
Erie,2015,52182,7576,92,592,2604,4288,44606,8612,33390,2604,939783,5552.558409760551,4746.414863856869,806.1435459036819,9.78949395764767,62.9932654666024,277.0852420186362,456.27554446079574,916.3817604702363,3552.947861367996,277.0852420186362
Erie,2016,51632,7584,102,610,2576,4296,44048,8304,33384,2360,941531,5483.834308164043,4678.337728656837,805.4965795072068,10.833419186410218,64.78809513441406,273.59693945286983,456.27812573351275,881.9677737642202,3545.7143737168503,250.65558117576586
Erie,2017,46738,6926,92,502,2222,4110,39812,7506,30026,2280,945520,4943.10009307048,4210.5931127845,732.5069802859803,9.730095608765547,53.09247821304679,235.00296133344614,434.6814451307217,793.8488873847194,3175.60707335646,241.13715204332007
Erie,2018,45798,7058,116,608,2240,4094,38740,6980,29426,2334,949686,4822.436047282997,4079.2430340133474,743.1930132696492,12.21456355047879,64.02116067837159,235.86743407821112,431.08985496258765,734.9797722615685,3098.497819279214,245.76544247256462
Erie,2019,41898,6776,118,490,2004,4164,35122,5236,27828,2058,952161,4400.306250728606,3688.6618964649883,711.6443542636172,12.392862131509272,51.461885122369004,210.46860772495407,437.3209992847849,549.907001021886,2922.6149779291527,216.13991751394985
Erie,2020,43446,7382,138,386,1814,5044,36064,5360,26774,3930,952491,4561.302941445116,3786.282495057696,775.02044638742,14.488325873945266,40.52531729958603,190.447993734324,529.5588094795646,562.7349759735263,2810.945195282685,412.6023238014848
Erie,2021,40924,6988,146,550,1662,4630,33936,4336,25014,4586,952725,4295.4682620903195,3561.993229945682,733.4750321446378,15.324464037366502,57.72914534624367,174.4469810281036,485.974441732924,455.11558949329554,2625.5215303471623,481.3561101052245
Erie,2022,45822,6454,160,540,1486,4268,39368,4754,29432,5182,949276,4827.047139082838,4147.160572899767,679.88656618307,16.854950509651566,56.885457970074036,156.54035285838893,449.6058048449555,500.8027170180221,3100.4681462504054,545.8897096313401
Erie,2023,52484,6256,86,616,1456,4098,46228,4784,30444,11000,947418,5539.687867446049,4879.366868689428,660.3209987566206,9.077302732268121,65.01881957066469,153.68084625793472,432.54403019575307,504.9513519903569,3213.3651672229153,1161.0503494761551
Erie,2024,50434,6122,92,488,1328,4214,44312,4690,31552,8070,947783,5321.260246280003,4675.331800633689,645.9284456463135,9.706863279885797,51.48857913678553,140.11646125748194,444.6165419721603,494.8390085072216,3329.03206746692,851.4607246595475
Essex,1990,1918,156,0,12,4,140,1762,652,1068,42,37286,5144.021884889771,4725.634286327308,418.38759856246315,0.0,32.18366142788178,10.72788714262726,375.4760499919541,1748.6456042482432,2864.3458670814784,112.64281499758623
Essex,1991,1798,164,0,4,4,156,1634,538,1054,42,37593,4782.805309499108,4346.553879711648,436.2514297874604,0.0,10.640278775303912,10.640278775303912,414.97087223685264,1431.1174952783763,2803.713457292581,111.72292714069108
Essex,1992,1742,176,4,8,2,162,1566,478,1068,20,37619,4630.638772960472,4162.790079481114,467.8486934793588,10.63292485180361,21.26584970360722,5.316462425901805,430.6334564980462,1270.6345197905314,2838.9909354315637,53.16462425901805
Essex,1993,1544,192,2,18,8,164,1352,434,880,38,38060,4056.752496058855,3552.2858644245925,504.46663163426166,5.254860746190226,47.29374671571203,21.019442984760904,430.89858118759855,1140.304781923279,2312.1387283236995,99.84235417761428
Essex,1994,1480,182,8,18,8,148,1298,484,778,36,38243,3869.989279083754,3394.085192061292,475.9040870224616,20.91886096802029,47.06743717804565,20.91886096802029,386.9989279083754,1265.5910885652277,2034.3592291399734,94.1348743560913
Essex,1995,1454,148,0,14,6,128,1306,416,858,32,38262,3800.114996602373,3413.308243165543,386.80675343683026,0.0,36.58982802780827,15.681354869060687,334.5355705399613,1087.2406042548744,2242.4337462756785,83.63389263499033
Essex,1996,1456,150,2,4,4,140,1306,436,832,38,38595,3772.509392408343,3383.858012695945,388.651379712398,5.182018396165306,10.364036792330612,10.364036792330612,362.74128773157145,1129.680010364037,2155.7196528047675,98.45834952714081
Essex,1997,1364,160,4,14,2,140,1204,462,720,22,38646,3529.4726491745587,3115.458262174611,414.0143869999483,10.350359674998707,36.22625886249547,5.175179837499353,362.26258862495473,1195.4665424623506,1863.0647414997673,56.92697821249288
Essex,1998,1292,172,0,12,2,158,1120,452,622,46,38506,3355.321248636576,2908.6376149171556,446.6836337194203,0.0,31.163974445540955,5.1939957409234925,410.32566353295596,1173.8430374487093,1615.3326754272061,119.46190204124032
Essex,1999,1298,222,2,24,4,192,1076,318,714,44,38664,3357.1280777984684,2782.950548313677,574.1775294847921,5.172770535899027,62.07324643078833,10.345541071798054,496.58597144630664,822.4705152079454,1846.679081315953,113.8009517897786
Essex,2000,1534,250,0,14,8,228,1284,404,848,32,38911,3942.3299324098584,3299.838092056231,642.4918403536275,0.0,35.97954305980314,20.55973889131608,585.9525584025083,1038.266814011462,2179.3323224795045,82.23895556526432
Essex,2001,1438,116,2,2,6,106,1322,434,850,38,38893,3697.3234258092716,3399.069241251639,298.25418455763247,5.142313526855733,5.142313526855733,15.426940580567198,272.5426169233538,1115.882035327694,2185.4832489136866,97.70395701025892
Essex,2002,1344,128,6,10,6,106,1216,396,768,52,39195,3429.0088021431307,3102.436535272356,326.57226687077434,15.308075009567547,25.513458349279244,15.308075009567547,270.44265850236,1010.3329506314582,1959.433601224646,132.66998341625208
Essex,2003,1136,102,0,24,2,76,1034,376,624,34,39334,2888.086642599278,2628.769003915188,259.31763868409007,0.0,61.01591498449179,5.084659582040982,193.21706411755733,955.9160014237046,1586.4137895967867,86.4392128946967
Essex,2004,940,122,0,14,2,106,818,320,478,20,39295,2392.161852653009,2081.6897824150656,310.47207023794374,0.0,35.627942486321416,5.089706069474488,269.75442168214784,814.352971115918,1216.4397506044027,50.89706069474487
Essex,2005,1098,106,2,16,4,84,992,260,712,20,39321,2792.4010070954455,2522.824953587142,269.57605350830346,5.086340632232141,40.69072505785713,10.172681264464282,213.6263065537499,661.2242821901783,1810.7372650746422,50.86340632232141
Essex,2006,1104,110,0,6,4,100,994,294,672,28,39490,2795.6444669536595,2517.092934920233,278.5515320334262,0.0,15.193719929095973,10.129146619397316,253.22866548493286,744.4922765257027,1701.6966320587492,70.90402633578121
Essex,2007,1080,160,0,22,2,136,920,244,634,42,39373,2742.996469661951,2336.626622304625,406.3698473573261,0.0,55.875854011632335,5.079623091966576,345.41437025372716,619.7140172199223,1610.2405201534048,106.6720849312981
Essex,2008,934,102,0,12,2,88,832,208,612,12,39435,2368.4544186636235,2109.800938252821,258.6534804108026,0.0,30.429821224800303,5.0716368708000505,223.15202231520223,527.4502345632053,1551.9208824648156,30.429821224800303
Essex,2009,1040,98,0,16,2,80,942,296,622,24,39478,2634.3786412685545,2386.13911545671,248.23952581184454,0.0,40.528902173362376,5.066112771670297,202.64451086681188,749.784690207204,1575.5610719894626,60.793353260043574
Essex,2010,1046,74,0,18,0,56,972,314,628,30,39370,2656.8453136906273,2468.8849377698757,187.96037592075183,0.0,45.72009144018288,0.0,142.24028448056896,797.5615951231903,1595.1231902463805,76.2001524003048
Essex,2011,1234,94,0,32,0,62,1140,366,740,34,39329,3137.6338071143427,2898.624424724758,239.00938238958528,0.0,81.36489613262478,0.0,157.6444862569605,930.610999516896,1881.5632230669478,86.45020214091383
Essex,2012,1034,86,2,14,6,64,948,260,662,26,38979,2652.7104338233407,2432.0788116678214,220.63162215551964,5.130967957105108,35.91677569973576,15.392903871315323,164.19097462736346,667.025834423664,1698.3503938017907,66.7025834423664
Essex,2013,898,86,0,16,4,66,812,242,532,38,38746,2317.6585970164665,2095.7002013111032,221.95839570536316,0.0,41.294585247509424,10.323646311877356,170.34016414597636,624.58060186858,1373.0449594796883,98.07463996283487
Essex,2014,682,88,0,20,2,66,594,180,386,28,38511,1770.9225935447014,1542.4164524421594,228.50614110254213,0.0,51.933213886941395,5.193321388694139,171.3796058269066,467.3989249824725,1002.3110280179689,72.70649944171795
Essex,2015,764,92,0,50,4,38,672,194,454,24,38193,2000.3665593171522,1759.4847223313175,240.8818369858351,0.0,130.91404184012777,10.473123347210223,99.4946717984971,507.9464823396958,1188.6994999083602,62.83874008326133
Essex,2016,794,116,0,44,4,68,678,200,462,16,37957,2091.8407671839186,1786.2317886028927,305.6089785810259,0.0,115.92064704797534,10.538240640725032,179.15009089232552,526.9120320362515,1217.1667940037412,42.15296256290013
Essex,2017,840,126,2,68,4,52,714,182,504,28,37825,2220.7534699272965,1887.640449438202,333.11302048909454,5.287508261731659,179.77528089887642,10.575016523463319,137.4752148050231,481.16325181758094,1332.4520819563782,74.02511566424323
Essex,2018,586,104,4,58,0,42,482,100,370,12,37656,1556.192904185256,1280.0084979817293,276.18440620352663,10.622477161674102,154.02591884427449,0.0,111.53601019757808,265.5619290418526,982.5791374548545,31.867431485022305
Essex,2019,658,96,0,50,4,42,562,114,428,20,37376,1760.48801369863,1503.638698630137,256.8493150684931,0.0,133.77568493150685,10.702054794520548,112.37157534246575,305.0085616438356,1145.1198630136987,53.51027397260274
Essex,2020,624,120,0,66,10,44,504,98,386,20,37275,1674.0442655935612,1352.1126760563382,321.9315895372233,0.0,177.06237424547282,26.82763246143528,118.04158283031522,262.9107981220657,1035.5466130114016,53.65526492287056
Essex,2021,540,108,2,62,6,38,432,90,320,22,37238,1450.1315860142865,1160.1052688114291,290.0263172028573,5.370857725978839,166.496589505344,16.112573177936515,102.04629679359793,241.68859766904774,859.3372361566142,59.07943498576723
Essex,2022,608,102,0,48,4,50,506,114,366,26,36756,1654.1517031232997,1376.6459897703776,277.505713352922,0.0,130.5909239307868,10.882576994232235,136.03221242790292,310.1534443356187,995.7557949722494,70.73675046250953
Essex,2023,728,112,2,40,4,66,616,96,494,26,36686,1984.408221119773,1679.1146486398081,305.2935724799651,5.451670937142234,109.03341874284467,10.903341874284468,179.90514092569373,261.6802049828272,1346.5627214741316,70.87172218284904
Essex,2024,482,72,0,40,0,32,410,78,312,20,36539,1319.1384548017188,1122.0887271134952,197.04972768822353,0.0,109.47207093790198,0.0,87.57765675032158,213.47053832890882,853.8821533156353,54.73603546895099
Franklin,1990,2332,452,2,10,16,424,1880,572,1266,42,46668,4997.000085711837,4028.456329819148,968.5437558926888,4.285591840233136,21.42795920116568,34.284734721865085,908.5454701294248,1225.679266306677,2712.779634867575,89.99742864489586
Franklin,1991,2294,394,2,12,16,364,1900,604,1252,44,47886,4790.5442091634295,3967.75675562795,822.7874535354802,4.176586058555737,25.05951635133442,33.41268846844589,760.1386626571441,1261.3289896838323,2614.542872655891,91.8848932882262
Franklin,1992,2126,320,2,18,10,290,1806,552,1210,44,48702,4365.32380600386,3708.266600960946,657.057205042914,4.106607531518213,36.95946778366391,20.533037657591063,595.4580920701409,1133.4236786990268,2484.4975565685186,90.34536569340068
Franklin,1993,2416,354,2,10,8,334,2062,516,1512,34,49350,4895.64336372847,4178.318135764944,717.3252279635258,4.052684903748734,20.263424518743665,16.210739614994935,676.7983789260385,1045.5927051671733,3063.829787234042,68.89564336372847
Franklin,1994,2386,464,2,20,18,424,1922,486,1372,64,49712,4799.6459607338265,3866.269713550048,933.3762471837787,4.023173479240425,40.23173479240425,36.20856131316383,852.91277759897,977.6311554554231,2759.897006758931,128.7415513356936
Franklin,1995,2534,474,0,40,16,418,2060,684,1320,56,49965,5071.550085059542,4122.8860202141495,948.6640648453919,0.0,80.05603922745922,32.022415690983685,836.5856099269488,1368.9582707895527,2641.8492945061544,112.07845491844292
Franklin,1996,2314,358,8,26,10,314,1956,592,1310,54,50179,4611.490862711493,3898.044998903924,713.4458638075689,15.942924330895396,51.81450407541003,19.928655413619243,625.7597799876443,1179.7764004862593,2610.653859184121,107.6147392335439
Franklin,1997,2178,326,0,34,6,286,1852,554,1256,42,49919,4363.068170436107,3710.0102165508124,653.0579538852942,0.0,68.11033874877302,12.019471543901119,572.92814359262,1109.7978725535368,2516.0760431899675,84.13630080730783
Franklin,1998,1694,346,2,18,6,320,1348,416,892,40,49620,3413.945989520355,2716.64651350262,697.2994760177348,4.030632809351069,36.27569528415962,12.091898428053204,644.901249496171,838.3716243450222,1797.6622329705763,80.61265618702137
Franklin,1999,1856,354,2,2,14,336,1502,446,1018,38,51061,3634.868098940483,2941.579679207223,693.2884197332602,3.9168837273065553,3.9168837273065553,27.418186091145884,658.0364661875012,873.4650711893617,1993.6938171990364,74.42079081882454
Franklin,2000,2040,410,2,20,8,380,1630,416,1144,70,51044,3996.551994357809,3193.3234072564846,803.2285871013245,3.918188229762558,39.18188229762558,15.672752919050232,744.455763654886,814.983151790612,2241.203667424183,137.13658804168952
Franklin,2001,2036,398,0,44,10,344,1638,476,1116,46,50925,3998.0363279332355,3216.494845360825,781.5414825724104,0.0,86.40157093765342,19.636720667648504,675.5031909671085,934.7079037800687,2191.458026509573,90.3289150711831
Franklin,2002,2118,394,2,18,8,366,1724,450,1240,34,50924,4159.139109260859,3385.4371219857044,773.7019872751551,3.927421255203833,35.346791296834496,15.709685020815332,718.7180897023014,883.6697824208625,2435.0011782263764,66.76616133846517
Franklin,2003,2006,386,4,24,18,340,1620,484,1072,64,51228,3915.8272819551808,3162.333099086437,753.4941828687437,7.808229874287499,46.849379245725,35.137034434293746,663.6995393144374,944.7958147887873,2092.6056063090496,124.93167798859999
Franklin,2004,2058,330,4,18,6,302,1728,652,1022,54,51197,4019.7667832099532,3375.1977654940724,644.5690177158817,7.812957790495537,35.15831005722992,11.719436685743306,589.878313182413,1273.5121198507725,1996.2107154716098,105.47493017168976
Franklin,2005,1734,310,2,44,4,260,1424,512,862,50,51257,3382.9525723315837,2778.1571297578867,604.7954425736973,3.901906081120628,85.8419337846538,7.803812162241256,507.2477905456816,998.8879567668807,1681.7215209629903,97.54765202801568
Franklin,2006,1930,314,2,36,4,272,1616,592,964,60,51511,3746.77253402186,3137.1939973986136,609.5785366232456,3.882665838364621,69.88798509056318,7.765331676729242,528.0425540175885,1149.2690881559279,1871.4449340917472,116.47997515093864
Franklin,2007,1994,290,2,32,8,248,1704,576,1062,66,51782,3850.7589509868294,3290.718782588544,560.0401683982851,3.8623459889536904,61.79753582325905,15.449383955814762,478.9309026302576,1112.3556448186628,2050.9057201344094,127.45741763547178
Franklin,2008,2006,190,0,42,6,142,1816,490,1298,28,51907,3864.6040033136187,3498.564740786406,366.0392625272121,0.0,80.91394224285742,11.559134606122488,273.5661856782322,943.9959928333366,2500.626119791165,53.94262816190494
