County,Year,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Population,Index_Total_Rate,Property_Total_Rate,Violent_Total_Rate,Murder_Rate,Rape_Rate,Robbery_Rate,Aggravated_Assault_Rate,Burglary_Rate,Larceny_Rate,Motor_Vehicle_Theft_Rate
Albany,1990,28374,3043,24,237,899,1883,25331,6311,17608,1412,292956,9685.41,8646.69,1038.72,8.19,80.9,306.87,642.76,2154.25,6010.46,481.98
Albany,1991,30434,3338,26,180,1162,1970,27096,6527,19074,1495,295530,10298.11,9168.61,1129.5,8.8,60.91,393.19,666.6,2208.57,6454.17,505.87
Albany,1992,31920,3157,22,192,1107,1836,28763,6880,20289,1594,296913,10750.62,9687.35,1063.27,7.41,64.67,372.84,618.36,2317.18,6833.31,536.86
Albany,1993,29718,3316,16,160,1105,2035,26402,6441,18622,1339,298592,9952.71,8842.17,1110.55,5.36,53.58,370.07,681.53,2157.12,6236.6,448.44
Albany,1994,32860,3520,26,202,1284,2008,29340,6782,20951,1607,300262,10943.78,9771.47,1172.31,8.66,67.27,427.63,668.75,2258.69,6977.57,535.2
Albany,1995,32850,3190,18,153,1284,1735,29660,6349,21546,1765,299725,10960.05,9895.74,1064.31,6.01,51.05,428.39,578.86,2118.28,7188.59,588.87
Albany,1996,26797,2801,22,128,1110,1541,23996,5814,16762,1420,297680,9001.95,8061.01,940.94,7.39,43.0,372.88,517.67,1953.1,5630.88,477.02
Albany,1997,28701,2891,20,256,1003,1612,25810,5564,18990,1256,296187,9690.16,8714.09,976.07,6.75,86.43,338.64,544.25,1878.54,6411.49,424.06
Albany,1998,27466,2620,6,206,950,1458,24846,5534,18154,1158,295097,9307.45,8419.6,887.84,2.03,69.81,321.93,494.07,1875.32,6151.88,392.41
Albany,1999,28290,2266,26,146,870,1224,26024,5690,19018,1316,294692,9599.85,8830.91,768.94,8.82,49.54,295.22,415.35,1930.83,6453.52,446.57
Albany,2000,28192,2706,24,158,974,1550,25486,4978,19238,1270,295106,9553.18,8636.22,916.96,8.13,53.54,330.05,525.24,1686.85,6519.01,430.35
Albany,2001,27466,3298,14,166,1066,2052,24168,4854,17778,1536,296232,9271.79,8158.47,1113.32,4.73,56.04,359.85,692.7,1638.58,6001.38,518.51
Albany,2002,25568,3412,20,156,1094,2142,22156,4360,16280,1516,298283,8571.73,7427.85,1143.88,6.71,52.3,366.77,718.11,1461.7,5457.9,508.24
Albany,2003,23954,2804,22,102,872,1808,21150,4136,15766,1248,301085,7955.89,7024.59,931.3,7.31,33.88,289.62,600.49,1373.7,5236.4,414.5
Albany,2004,25420,2862,28,154,962,1718,22558,3982,17224,1352,302173,8412.4,7465.26,947.14,9.27,50.96,318.36,568.55,1317.79,5700.05,447.43
Albany,2005,24238,3230,26,192,1022,1990,21008,4088,15780,1140,302791,8004.86,6938.12,1066.74,8.59,63.41,337.53,657.22,1350.11,5211.52,376.5
Albany,2006,23870,3090,10,142,910,2028,20780,3484,16408,888,303997,7852.05,6835.59,1016.46,3.29,46.71,299.35,667.11,1146.06,5397.42,292.11
Albany,2007,21168,2936,10,150,874,1902,18232,3170,14208,854,303858,6966.41,6000.17,966.24,3.29,49.37,287.63,625.95,1043.25,4675.87,281.05
Albany,2008,21500,2712,20,146,908,1638,18788,3320,14806,662,303739,7078.45,6185.57,892.87,6.58,48.07,298.94,539.28,1093.04,4874.58,217.95
Albany,2009,21226,2578,24,118,800,1636,18648,3042,14902,704,304733,6965.44,6119.46,845.99,7.88,38.72,262.52,536.86,998.25,4890.18,231.02
Albany,2010,22074,2364,6,122,734,1502,19710,3188,15812,710,304351,7252.81,6476.08,776.73,1.97,40.09,241.17,493.51,1047.47,5195.32,233.28
Albany,2011,21454,2332,14,94,792,1432,19122,3142,15478,502,305961,7012.0,6249.82,762.19,4.58,30.72,258.86,468.03,1026.93,5058.81,164.07
Albany,2012,19948,2022,12,134,624,1252,17926,3004,14400,522,308179,6472.86,5816.75,656.11,3.89,43.48,202.48,406.26,974.76,4672.61,169.38
Albany,2013,18912,2010,18,94,586,1312,16902,2406,13996,500,310132,6098.05,5449.94,648.11,5.8,30.31,188.95,423.05,775.8,4512.92,161.22
Albany,2014,18372,2006,28,92,632,1254,16366,2258,13642,466,311784,5892.54,5249.15,643.39,8.98,29.51,202.7,402.2,724.22,4375.47,149.46
Albany,2015,17288,2082,12,190,578,1302,15206,1880,12884,442,313127,5521.08,4856.18,664.91,3.83,60.68,184.59,415.81,600.4,4114.62,141.16
Albany,2016,17540,2198,10,214,586,1388,15342,1798,13112,432,314486,5577.35,4878.44,698.92,3.18,68.05,186.34,441.36,571.73,4169.34,137.37
Albany,2017,17586,2326,16,232,628,1450,15260,1576,13230,454,315662,5571.15,4834.28,736.86,5.07,73.5,198.95,459.35,499.27,4191.19,143.82
Albany,2018,16700,2192,30,238,516,1408,14508,1488,12564,456,315501,5293.17,4598.4,694.77,9.51,75.44,163.55,446.27,471.63,3982.24,144.53
Albany,2019,16008,1994,16,258,466,1254,14014,1492,12032,490,314630,5087.88,4454.12,633.76,5.09,82.0,148.11,398.56,474.21,3824.17,155.74
Albany,2020,14816,2198,34,216,428,1520,12618,1434,10326,858,314293,4714.07,4014.73,699.35,10.82,68.73,136.18,483.63,456.26,3285.47,272.99
Albany,2021,15806,2296,42,212,420,1622,13510,1346,11166,998,316195,4998.81,4272.68,726.13,13.28,67.05,132.83,512.97,425.69,3531.37,315.63
Albany,2022,19720,2566,34,266,622,1644,17154,1812,13792,1550,315764,6245.17,5432.54,812.63,10.77,84.24,196.98,520.64,573.85,4367.82,490.87
Albany,2023,19660,2708,38,246,610,1814,16952,1608,14154,1190,317590,6190.37,5337.7,852.67,11.97,77.46,192.07,571.18,506.31,4456.69,374.7
Albany,2024,18106,2602,32,268,588,1714,15504,1574,13068,862,319702,5663.4,4849.52,813.88,10.01,83.83,183.92,536.12,492.33,4087.56,269.63
Allegany,1990,2560,292,0,14,6,272,2268,758,1470,40,50522,5067.1,4489.13,577.97,0.0,27.71,11.88,538.38,1500.34,2909.62,79.17
Allegany,1991,2834,268,2,18,6,242,2566,850,1648,68,50935,5563.95,5037.79,526.16,3.93,35.34,11.78,475.12,1668.79,3235.5,133.5
Allegany,1992,2756,322,0,20,4,298,2434,848,1528,58,50967,5407.42,4775.64,631.78,0.0,39.24,7.85,584.69,1663.82,2998.02,113.8
Allegany,1993,2530,262,2,22,12,226,2268,974,1264,30,50807,4979.63,4463.95,515.68,3.94,43.3,23.62,444.82,1917.06,2487.85,59.05
Allegany,1994,2470,258,0,16,2,240,2212,724,1432,56,51012,4842.0,4336.23,505.76,0.0,31.37,3.92,470.48,1419.27,2807.18,109.78
Allegany,1995,2494,320,4,36,2,278,2174,702,1426,46,51251,4866.25,4241.87,624.38,7.8,70.24,3.9,542.43,1369.73,2782.38,89.75
Allegany,1996,2192,186,0,28,0,158,2006,660,1306,40,50869,4309.11,3943.46,365.65,0.0,55.04,0.0,310.6,1297.45,2567.38,78.63
Allegany,1997,1886,168,0,16,2,150,1718,506,1172,40,50325,3747.64,3413.81,333.83,0.0,31.79,3.97,298.06,1005.46,2328.86,79.48
Allegany,1998,1782,138,2,16,10,110,1644,598,1002,44,49991,3564.64,3288.59,276.05,4.0,32.01,20.0,220.04,1196.22,2004.36,88.02
Allegany,1999,1518,188,0,10,4,174,1330,364,918,48,49997,3036.18,2660.16,376.02,0.0,20.0,8.0,348.02,728.04,1836.11,96.01
Allegany,2000,1928,286,6,18,2,260,1642,500,1110,32,49819,3870.01,3295.93,574.08,12.04,36.13,4.01,521.89,1003.63,2228.07,64.23
Allegany,2001,1800,286,0,12,2,272,1514,388,1086,40,50079,3594.32,3023.22,571.1,0.0,23.96,3.99,543.14,774.78,2168.57,79.87
Allegany,2002,1724,232,0,26,2,204,1492,398,1088,6,50014,3447.03,2983.16,463.87,0.0,51.99,4.0,407.89,795.78,2175.39,12.0
Allegany,2003,1692,200,2,24,8,166,1492,356,1098,38,50165,3372.87,2974.19,398.68,3.99,47.84,15.95,330.91,709.66,2188.78,75.75
Allegany,2004,1886,194,0,38,4,152,1692,404,1226,62,50311,3748.68,3363.08,385.6,0.0,75.53,7.95,302.12,803.01,2436.84,123.23
Allegany,2005,2138,268,0,74,10,184,1870,468,1360,42,49768,4295.93,3757.43,538.5,0.0,148.69,20.09,369.72,940.36,2732.68,84.39
Allegany,2006,1678,238,4,26,6,202,1440,298,1110,32,49359,3399.58,2917.4,482.18,8.1,52.68,12.16,409.25,603.74,2248.83,64.83
Allegany,2007,1420,172,2,20,4,146,1248,390,826,32,49079,2893.29,2542.84,350.46,4.08,40.75,8.15,297.48,794.64,1683.0,65.2
Allegany,2008,1302,182,0,20,8,154,1120,348,736,36,49177,2647.58,2277.49,370.09,0.0,40.67,16.27,313.15,707.65,1496.63,73.2
Allegany,2009,1552,258,0,90,8,160,1294,408,852,34,48969,3169.35,2642.49,526.86,0.0,183.79,16.34,326.74,833.18,1739.88,69.43
Allegany,2010,1682,178,0,22,12,144,1504,322,1154,28,48992,3433.21,3069.89,363.32,0.0,44.91,24.49,293.93,657.25,2355.49,57.15
Allegany,2011,1790,128,0,26,8,94,1662,380,1242,40,48902,3660.38,3398.63,261.75,0.0,53.17,16.36,192.22,777.06,2539.77,81.8
Allegany,2012,1718,130,4,18,4,104,1588,422,1128,38,48391,3550.25,3281.6,268.64,8.27,37.2,8.27,214.92,872.06,2331.01,78.53
Allegany,2013,1592,108,0,18,8,82,1484,388,1068,28,48163,3305.44,3081.2,224.24,0.0,37.37,16.61,170.26,805.6,2217.47,58.14
Allegany,2014,1230,136,4,18,6,108,1094,272,792,30,47992,2562.93,2279.55,283.38,8.33,37.51,12.5,225.04,566.76,1650.28,62.51
Allegany,2015,1158,114,0,56,0,58,1044,190,824,30,47749,2425.18,2186.43,238.75,0.0,117.28,0.0,121.47,397.91,1725.69,62.83
Allegany,2016,1144,162,0,72,0,90,982,242,696,44,47535,2406.65,2065.85,340.8,0.0,151.47,0.0,189.33,509.1,1464.18,92.56
Allegany,2017,1018,160,4,68,6,82,858,160,670,28,47216,2156.05,1817.18,338.87,8.47,144.02,12.71,173.67,338.87,1419.01,59.3
Allegany,2018,916,150,2,58,8,82,766,172,568,26,46908,1952.76,1632.98,319.77,4.26,123.65,17.05,174.81,366.68,1210.88,55.43
Allegany,2019,914,122,0,60,2,60,792,194,546,52,46613,1960.83,1699.1,261.73,0.0,128.72,4.29,128.72,416.19,1171.35,111.56
Allegany,2020,804,146,6,76,6,58,658,172,430,56,46385,1733.32,1418.56,314.76,12.94,163.85,12.94,125.04,370.81,927.02,120.73
Allegany,2021,772,184,2,86,4,92,588,112,414,62,46753,1651.23,1257.67,393.56,4.28,183.95,8.56,196.78,239.56,885.5,132.61
Allegany,2022,812,200,0,70,14,116,612,122,446,44,46646,1740.77,1312.01,428.76,0.0,150.07,30.01,248.68,261.54,956.14,94.33
Allegany,2023,830,176,0,84,0,92,654,104,494,56,46694,1777.53,1400.61,376.92,0.0,179.89,0.0,197.03,222.73,1057.95,119.93
Allegany,2024,762,160,0,48,8,104,602,90,482,30,46822,1627.44,1285.72,341.72,0.0,102.52,17.09,222.12,192.22,1029.43,64.07
Bronx,1990,104729,33635,652,645,17873,14465,71094,19010,29115,22969,1207053,8676.42,5889.88,2786.54,54.02,53.44,1480.71,1198.37,1574.91,2412.07,1902.9
Bronx,1991,100071,33515,552,601,18074,14288,66556,18463,27506,20587,1214835,8237.41,5478.6,2758.81,45.44,49.47,1487.77,1176.13,1519.79,2264.18,1694.63
Bronx,1992,92551,31050,547,566,16465,13472,61501,17699,26070,17732,1223153,7566.59,5028.07,2538.52,44.72,46.27,1346.11,1101.42,1447.0,2131.38,1449.7
Bronx,1993,91927,31235,512,606,16386,13731,60692,18763,26273,15656,1238907,7420.01,4898.83,2521.17,41.33,48.91,1322.62,1108.32,1514.48,2120.66,1263.69
Bronx,1994,84330,27863,393,546,13998,12926,56467,16440,25420,14607,1250789,6742.14,4514.51,2227.63,31.42,43.65,1119.13,1033.43,1314.37,2032.32,1167.82
Bronx,1995,73397,24660,302,556,11585,12217,48737,13996,23648,11093,1262064,5815.63,3861.69,1953.94,23.93,44.05,917.94,968.02,1108.98,1873.76,878.96
Bronx,1996,63772,20615,248,530,10023,9814,43157,11374,22006,9777,1272693,5010.79,3391.0,1619.79,19.49,41.64,787.54,771.12,893.7,1729.09,768.21
Bronx,1997,57626,19592,195,538,9056,9803,38034,9524,20323,8187,1285683,4482.13,2958.27,1523.86,15.17,41.85,704.37,762.47,740.77,1580.72,636.78
Bronx,1998,52464,18391,170,533,7661,10027,34073,8210,18558,7305,1300823,4033.14,2619.34,1413.8,13.07,40.97,588.93,770.82,631.14,1426.64,561.57
Bronx,1999,49928,16820,139,408,6836,9437,33108,7582,18376,7150,1317895,3788.47,2512.19,1276.28,10.55,30.96,518.71,716.07,575.31,1394.34,542.53
Bronx,2000,49537,16482,190,400,6123,9769,33055,7312,19101,6642,1334319,3712.53,2477.29,1235.24,14.24,29.98,458.89,732.13,547.99,1431.52,497.78
Bronx,2001,46367,14793,191,404,5288,8910,31574,5702,20303,5569,1346555,3443.38,2344.8,1098.58,14.18,30.0,392.71,661.69,423.45,1507.77,413.57
Bronx,2002,44035,14112,172,443,5215,8282,29923,5057,19585,5281,1358739,3240.87,2202.26,1038.61,12.66,32.6,383.81,609.54,372.18,1441.41,388.67
Bronx,2003,43071,13381,136,407,5170,7668,29690,5027,19851,4812,1362373,3161.47,2179.29,982.18,9.98,29.87,379.48,562.84,368.99,1457.09,353.21
Bronx,2004,40939,12797,125,290,5076,7306,28142,4708,18904,4530,1358963,3012.52,2070.84,941.67,9.2,21.34,373.52,537.62,346.44,1391.06,333.34
Bronx,2005,39024,12325,129,267,5057,6872,26699,4082,18487,4130,1351736,2886.95,1975.16,911.79,9.54,19.75,374.11,508.38,301.98,1367.65,305.53
Bronx,2006,36655,11922,155,247,4882,6638,24733,3776,17526,3431,1348164,2718.88,1834.57,884.31,11.5,18.32,362.12,492.37,280.08,1299.99,254.49
Bronx,2007,36053,11689,130,181,4613,6765,24364,3756,17617,2991,1354056,2662.59,1799.33,863.26,9.6,13.37,340.68,499.61,277.39,1301.05,220.89
Bronx,2008,35284,11345,132,191,4793,6229,23939,3408,17608,2923,1363488,2587.77,1755.72,832.06,9.68,14.01,351.52,456.84,249.95,1291.39,214.38
Bronx,2009,33755,11242,113,163,4132,6834,22513,3563,16525,2425,1376261,2452.66,1635.81,816.85,8.21,11.84,300.23,496.56,258.89,1200.72,176.2
Bronx,2010,34008,12070,127,191,4647,7105,21938,3223,16552,2163,1388573,2449.13,1579.9,869.24,9.15,13.76,334.66,511.68,232.11,1192.02,155.77
Bronx,2011,35130,12267,148,204,4580,7335,22863,3395,17358,2110,1405193,2500.01,1627.04,872.98,10.53,14.52,325.93,521.99,241.6,1235.28,150.16
Bronx,2012,35962,12801,114,220,4731,7736,23161,3058,18454,1649,1425939,2521.99,1624.26,897.72,7.99,15.43,331.78,542.52,214.46,1294.16,115.64
Bronx,2013,36280,13020,83,189,4456,8292,23260,2795,19016,1449,1442945,2514.3,1611.98,902.32,5.75,13.1,308.81,574.66,193.7,1317.86,100.42
Bronx,2014,36030,12713,95,242,4004,8372,23317,2739,19104,1474,1458516,2470.32,1598.68,871.64,6.51,16.59,274.53,574.01,187.79,1309.82,101.06
Bronx,2015,36299,13409,91,556,4386,8376,22890,2530,18767,1593,1474117,2462.42,1552.79,909.63,6.17,37.72,297.53,568.2,171.63,1273.1,108.06
Bronx,2016,36834,13817,98,615,4297,8807,23017,2459,19191,1367,1484928,2480.52,1550.04,930.48,6.6,41.42,289.37,593.09,165.6,1292.39,92.06
Bronx,2017,35507,12534,72,551,3570,8341,22973,2108,19509,1356,1487801,2386.54,1544.09,842.45,4.84,37.03,239.95,560.63,141.69,1311.26,91.14
Bronx,2018,35355,12514,91,662,3213,8548,22841,2095,19434,1312,1486756,2378.0,1536.3,841.7,6.12,44.53,216.11,574.94,140.91,1307.14,88.25
Bronx,2019,35255,13157,84,645,3530,8898,22098,1750,19081,1267,1479222,2383.35,1493.89,889.45,5.68,43.6,238.64,601.53,118.31,1289.93,85.65
Bronx,2020,36217,13129,111,523,3519,8976,23088,2230,18728,2130,1461233,2478.52,1580.04,898.49,7.6,35.79,240.82,614.28,152.61,1281.66,145.77
Bronx,2021,38311,14819,148,619,4048,10004,23492,1925,18432,3135,1420980,2696.1,1653.23,1042.87,10.42,43.56,284.87,704.02,135.47,1297.13,220.62
Bronx,2022,48270,17592,131,666,5166,11629,30678,2582,24044,4052,1384053,3487.58,2216.53,1271.05,9.46,48.12,373.25,840.21,186.55,1737.22,292.76
Bronx,2023,50895,16552,121,675,4919,10837,34343,2869,25961,5513,1380478,3686.77,2487.76,1199.0,8.77,48.9,356.33,785.02,207.83,1880.58,399.35
Bronx,2024,50844,17160,114,672,4937,11437,33684,2947,26127,4610,1406052,3616.08,2395.64,1220.44,8.11,47.79,351.12,813.41,209.59,1858.18,327.87
Broome,1990,14960,612,14,94,136,368,14348,2394,11182,772,212252,7048.23,6759.89,288.34,6.6,44.29,64.07,173.38,1127.9,5268.27,363.72
Broome,1991,14894,678,10,120,120,428,14216,2494,11154,568,212820,6998.4,6679.82,318.58,4.7,56.39,56.39,201.11,1171.88,5241.05,266.89
Broome,1992,13878,730,10,76,126,518,13148,2300,10482,366,213460,6501.45,6159.47,341.98,4.68,35.6,59.03,242.67,1077.49,4910.52,171.46
Broome,1993,15252,778,8,82,176,512,14474,2474,11840,160,212756,7168.78,6803.1,365.68,3.76,38.54,82.72,240.65,1162.83,5565.06,75.2
Broome,1994,15418,874,16,92,198,568,14544,2400,11888,256,210823,7313.24,6898.68,414.57,7.59,43.64,93.92,269.42,1138.4,5638.85,121.43
Broome,1995,14020,840,8,92,234,506,13180,2396,10600,184,207478,6757.34,6352.48,404.86,3.86,44.34,112.78,243.88,1154.82,5108.98,88.68
Broome,1996,14966,848,12,86,236,514,14118,2452,11252,414,204415,7321.38,6906.54,414.84,5.87,42.07,115.45,251.45,1199.52,5504.49,202.53
Broome,1997,14046,766,8,82,198,478,13280,2370,10556,354,202053,6951.64,6572.53,379.11,3.96,40.58,97.99,236.57,1172.96,5224.37,175.2
Broome,1998,13096,772,2,52,162,556,12324,2228,9728,368,201072,6513.09,6129.15,383.94,0.99,25.86,80.57,276.52,1108.06,4838.07,183.02
Broome,1999,12098,772,10,90,188,484,11326,1908,9142,276,200881,6022.47,5638.16,384.31,4.98,44.8,93.59,240.94,949.82,4550.95,137.39
Broome,2000,12086,840,2,88,206,544,11246,1582,9390,274,200351,6032.41,5613.15,419.26,1.0,43.92,102.82,271.52,789.61,4686.77,136.76
Broome,2001,11660,886,6,118,186,576,10774,1544,8916,314,200868,5804.81,5363.72,441.09,2.99,58.75,92.6,286.76,768.66,4438.74,156.32
Broome,2002,12576,936,18,112,256,550,11640,1534,9744,362,201438,6243.11,5778.45,464.66,8.94,55.6,127.09,273.04,761.52,4837.22,179.71
Broome,2003,12124,814,6,102,244,462,11310,1388,9636,286,201037,6030.73,5625.83,404.9,2.98,50.74,121.37,229.81,690.42,4793.15,142.26
Broome,2004,11818,656,4,104,178,370,11162,1424,9440,298,200974,5880.36,5553.95,326.41,1.99,51.75,88.57,184.1,708.55,4697.13,148.28
Broome,2005,12258,818,12,116,198,492,11440,1502,9730,208,200477,6114.42,5706.39,408.03,5.99,57.86,98.76,245.41,749.21,4853.42,103.75
Broome,2006,13250,1008,12,128,232,636,12242,1738,10248,256,200905,6595.16,6093.43,501.73,5.97,63.71,115.48,316.57,865.09,5100.92,127.42
Broome,2007,12046,918,8,130,218,562,11128,1504,9386,238,200877,5996.7,5539.71,457.0,3.98,64.72,108.52,279.77,748.72,4672.51,118.48
Broome,2008,13726,1110,4,152,260,694,12616,1920,10442,254,201029,6827.87,6275.71,552.16,1.99,75.61,129.33,345.22,955.09,5194.28,126.35
Broome,2009,12342,916,40,84,188,604,11426,1652,9562,212,200935,6142.28,5686.42,455.87,19.91,41.8,93.56,300.59,822.16,4758.75,105.51
Broome,2010,12414,998,14,90,232,662,11416,1948,9292,176,200693,6185.57,5688.29,497.28,6.98,44.84,115.6,329.86,970.64,4629.96,87.7
Broome,2011,13286,1042,6,112,252,672,12244,2132,9880,232,200464,6627.62,6107.83,519.79,2.99,55.87,125.71,335.22,1063.53,4928.57,115.73
Broome,2012,13794,1208,14,118,266,810,12586,2506,9798,282,200667,6874.07,6272.08,601.99,6.98,58.8,132.56,403.65,1248.84,4882.72,140.53
Broome,2013,13412,1024,16,102,306,600,12388,2324,9806,258,200808,6679.02,6169.08,509.94,7.97,50.79,152.38,298.79,1157.32,4883.27,128.48
Broome,2014,12636,992,8,92,260,632,11644,1758,9614,272,201029,6285.66,5792.2,493.46,3.98,45.76,129.33,314.38,874.5,4782.39,135.3
Broome,2015,12918,1246,14,308,296,628,11672,1864,9582,226,200593,6439.91,5818.75,621.16,6.98,153.54,147.56,313.07,929.24,4776.84,112.67
Broome,2016,10848,1280,10,256,284,730,9568,1986,7204,378,200068,5422.16,4782.37,639.78,5.0,127.96,141.95,364.88,992.66,3600.78,188.94
Broome,2017,11168,1394,8,300,276,810,9774,1580,7904,290,199626,5594.46,4896.16,698.31,4.01,150.28,138.26,405.76,791.48,3959.4,145.27
Broome,2018,10268,1204,16,252,220,716,9064,1506,7266,292,199471,5147.62,4544.02,603.6,8.02,126.33,110.29,358.95,755.0,3642.63,146.39
Broome,2019,10346,1246,6,276,202,762,9100,1460,7354,286,198864,5202.55,4575.99,626.56,3.02,138.79,101.58,383.18,734.17,3698.0,143.82
Broome,2020,10362,1320,10,252,156,902,9042,1338,7270,434,198145,5229.5,4563.32,666.18,5.05,127.18,78.73,455.22,675.26,3669.03,219.03
Broome,2021,9296,1302,10,264,168,860,7994,1262,6364,368,198548,4681.99,4026.23,655.76,5.04,132.97,84.61,433.14,635.61,3205.27,185.35
Broome,2022,10306,1282,8,244,144,886,9024,1260,7300,464,197171,5226.93,4576.74,650.2,4.06,123.75,73.03,449.36,639.04,3702.37,235.33
Broome,2023,9698,1110,18,182,144,766,8588,1174,7084,330,195934,4949.63,4383.11,566.52,9.19,92.89,73.49,390.95,599.18,3615.5,168.42
Broome,2024,10142,1000,8,186,120,686,9142,1016,7760,366,195893,5177.32,4666.83,510.48,4.08,94.95,61.26,350.19,518.65,3961.35,186.84
Cattaraugus,1990,5156,342,2,24,26,290,4814,1112,3532,170,84455,6105.03,5700.08,404.95,2.37,28.42,30.79,343.38,1316.68,4182.11,201.29
Cattaraugus,1991,5278,546,2,40,20,484,4732,1120,3480,132,84961,6212.26,5569.61,642.65,2.35,47.08,23.54,569.67,1318.25,4096.0,155.37
Cattaraugus,1992,5168,644,2,40,28,574,4524,1158,3248,118,85326,6056.77,5302.02,754.75,2.34,46.88,32.82,672.71,1357.15,3806.58,138.29
Cattaraugus,1993,5388,582,2,20,30,530,4806,1334,3356,116,85523,6300.06,5619.54,680.52,2.34,23.39,35.08,619.72,1559.81,3924.09,135.64
Cattaraugus,1994,5242,558,6,42,56,454,4684,1362,3218,104,85097,6160.03,5504.31,655.72,7.05,49.36,65.81,533.51,1600.53,3781.57,122.21
Cattaraugus,1995,5354,558,4,32,54,468,4796,1262,3352,182,85040,6295.86,5639.7,656.16,4.7,37.63,63.5,550.33,1484.01,3941.67,214.02
Cattaraugus,1996,4762,502,2,48,48,404,4260,1060,3074,126,85284,5583.7,4995.08,588.62,2.35,56.28,56.28,473.71,1242.91,3604.43,147.74
Cattaraugus,1997,4600,462,4,32,30,396,4138,1060,2914,164,84718,5429.78,4884.44,545.34,4.72,37.77,35.41,467.43,1251.21,3439.65,193.58
Cattaraugus,1998,4192,308,2,30,16,260,3884,1132,2648,104,84519,4959.83,4595.42,364.42,2.37,35.49,18.93,307.62,1339.34,3133.02,123.05
Cattaraugus,1999,3432,352,6,20,16,310,3080,614,2368,98,84050,4083.28,3664.49,418.8,7.14,23.8,19.04,368.83,730.52,2817.37,116.6
Cattaraugus,2000,3762,388,2,32,30,324,3374,696,2594,84,83927,4482.47,4020.16,462.31,2.38,38.13,35.75,386.05,829.29,3090.78,100.09
Cattaraugus,2001,3794,380,2,40,18,320,3414,630,2660,124,83346,4552.11,4096.18,455.93,2.4,47.99,21.6,383.94,755.89,3191.51,148.78
Cattaraugus,2002,4204,430,2,48,34,346,3774,728,2944,102,83301,5046.76,4530.56,516.2,2.4,57.62,40.82,415.36,873.94,3534.17,122.45
Cattaraugus,2003,4650,410,2,44,28,336,4240,886,3276,78,83335,5579.89,5087.9,491.99,2.4,52.8,33.6,403.19,1063.18,3931.12,93.6
Cattaraugus,2004,4962,422,6,42,24,350,4540,744,3700,96,82864,5988.13,5478.86,509.27,7.24,50.69,28.96,422.38,897.86,4465.15,115.85
Cattaraugus,2005,4788,400,2,68,16,314,4388,824,3436,128,82039,5836.25,5348.68,487.57,2.44,82.89,19.5,382.74,1004.4,4188.25,156.02
Cattaraugus,2006,4478,330,0,42,32,256,4148,882,3168,98,81342,5505.15,5099.46,405.69,0.0,51.63,39.34,314.72,1084.31,3894.67,120.48
Cattaraugus,2007,4228,298,4,28,48,218,3930,880,2930,120,81056,5216.15,4848.5,367.65,4.93,34.54,59.22,268.95,1085.67,3614.78,148.05
Cattaraugus,2008,3860,430,4,48,40,338,3430,766,2560,104,80761,4779.53,4247.1,532.44,4.95,59.43,49.53,418.52,948.48,3169.85,128.78
Cattaraugus,2009,3710,368,2,50,26,290,3342,618,2648,76,80491,4609.21,4152.02,457.19,2.48,62.12,32.3,360.29,767.79,3289.81,94.42
Cattaraugus,2010,4038,362,2,44,30,286,3676,862,2730,84,80245,5032.09,4580.97,451.12,2.49,54.83,37.39,356.41,1074.21,3402.08,104.68
Cattaraugus,2011,3850,324,2,32,34,256,3526,720,2736,70,79948,4815.63,4410.37,405.26,2.5,40.03,42.53,320.21,900.59,3422.22,87.56
Cattaraugus,2012,4174,298,2,40,34,222,3876,864,2940,72,79587,5244.58,4870.14,374.43,2.51,50.26,42.72,278.94,1085.6,3694.07,90.47
Cattaraugus,2013,3542,230,0,26,22,182,3312,618,2570,124,79338,4464.44,4174.54,289.9,0.0,32.77,27.73,229.4,778.95,3239.31,156.29
Cattaraugus,2014,2894,266,6,34,16,210,2628,522,2004,102,79128,3657.37,3321.2,336.16,7.58,42.97,20.22,265.39,659.69,2532.61,128.91
Cattaraugus,2015,2596,250,2,106,18,124,2346,428,1850,68,78482,3307.76,2989.22,318.54,2.55,135.06,22.94,158.0,545.35,2357.23,86.64
Cattaraugus,2016,2524,276,0,112,16,148,2248,408,1748,92,78356,3221.2,2868.96,352.24,0.0,142.94,20.42,188.88,520.7,2230.84,117.41
Cattaraugus,2017,2352,260,4,96,24,136,2092,380,1646,66,77947,3017.43,2683.87,333.56,5.13,123.16,30.79,174.48,487.51,2111.69,84.67
Cattaraugus,2018,2190,244,4,72,16,152,1946,300,1554,92,77599,2822.2,2507.76,314.44,5.15,92.78,20.62,195.88,386.6,2002.6,118.56
Cattaraugus,2019,1868,302,0,68,16,218,1566,246,1224,96,77184,2420.19,2028.92,391.27,0.0,88.1,20.73,282.44,318.72,1585.82,124.38
Cattaraugus,2020,1728,248,2,74,12,160,1480,274,1098,108,76977,2244.83,1922.65,322.17,2.6,96.13,15.59,207.85,355.95,1426.4,140.3
Cattaraugus,2021,2134,304,2,62,20,220,1830,260,1432,138,76560,2787.36,2390.28,397.07,2.61,80.98,26.12,287.36,339.6,1870.43,180.25
Cattaraugus,2022,2626,370,0,76,36,258,2256,278,1836,142,76032,3453.81,2967.17,486.64,0.0,99.96,47.35,339.33,365.64,2414.77,186.76
